phase	depth	k	node	parent	z_k	tree_nodes_at_depth	parent_rho	rho	bound_r2	center	delta	legal_lo	legal_hi	N	Q	M
0	1	39	1	0	0	7	0	0	1.5395097732543945	0	3.5413387585164071	-3	3	13799	-0.99895232616107077	3.5373237901396193
0	2	38	69166	1	-1	47	0	0.12341761163679903	1.5395097732543945	0	3.5318532996574969	-3	3	12074	-0.99914260228869123	3.5373237901396193
0	3	37	138278	69166	-1	189	0.12341761163679903	0.17178486642943236	1.5395097732543945	-0.42473901101682793	3.112683501292556	-3	2	2037	-1	0
0	4	36	234066	138278	0	536	0.17178486642943236	0.23138393566674134	1.5395097732543945	-0.60663525128410756	2.9060781056194007	-3	2	925	-1	0
0	5	35	234067	234066	1	1348	0.23138393566674134	0.24068712093579436	1.5395097732543945	0.74613663678911035	3.0102943002382498	-2	3	409	-1	0
0	6	34	234068	234067	-1	3100	0.24068712093579436	0.24703849982190104	1.5395097732543945	-0.80607918201763018	2.773098852404555	-3	1	172	-1	0
0	7	33	234069	234068	0	6843	0.24703849982190104	0.24707109539030553	1.5395097732543945	-0.013409081971832508	2.6701165334621506	-2	2	67	-1	0
0	8	32	6581772	234069	0	14335	0.24707109539030553	0.30148211209555759	1.5395097732543945	0.53321460571830992	2.5987445387326367	-2	3	26	-1	0
0	9	31	6581773	6581772	0	28279	0.30148211209555759	0.32574062557905309	1.5395097732543945	0.35074555170493826	2.5056779640863951	-2	2	11	-1	0
0	10	30	6581774	6581773	1	55878	0.32574062557905309	0.32984313952424787	1.5395097732543945	0.85045296322382136	2.5722953114310645	-1	3	4	-1	0
0	11	29	8213715	6581774	0	103522	0.32984313952424787	0.44765732355993954	1.5395097732543945	0.77336940765810147	2.4781126780608873	-1	3	1	-1	0
0	12	28	8709809	8213715	0	184629	0.44765732355993954	0.59763720397432785	1.5395097732543945	-0.86536924122407943	2.3348927112590001	-3	1	0	0	0
0	13	27	8709810	8709809	0	283608	0.59763720397432785	0.59777836418026908	1.5395097732543945	-0.023392027281953325	1.910767274585401	-1	1	0	0	0
0	14	26	8709811	8709810	-1	432990	0.59777836418026908	0.59787874027328114	1.5395097732543945	-1.0201517027727491	1.9519115456047158	-2	0	0	0	0
0	15	25	8709812	8709811	0	577339	0.59787874027328114	0.64467822208176306	1.5395097732543945	0.38844920877953532	1.7424250275130528	-1	2	0	0	0
0	16	24	8709813	8709812	1	713110	0.64467822208176306	0.64594977378630913	1.5395097732543945	0.93941204555311486	1.6072740108107031	0	2	0	0	0
0	17	23	8709814	8709813	2	865833	0.64594977378630913	0.64912720622020748	1.5395097732543945	1.9035835150054599	1.6168695866442135	1	3	0	0	0
0	18	22	8709815	8709814	-1	935169	0.64912720622020748	0.7005746772018252	1.5395097732543945	-1.3521242979643737	1.464880854081138	-2	0	0	0	0
0	19	21	8709816	8709815	0	910756	0.7005746772018252	0.71973185980529941	1.5395097732543945	0.19789491667514775	1.3095829154509051	-1	1	0	0	0
0	20	20	8709817	8709816	0	822917	0.71973185980529941	0.81714565640642656	1.5395097732543945	0.42325607583403774	1.2278380077741267	0	1	0	0	0
0	21	19	8709818	8709817	0	685002	0.81714565640642656	0.8180767423250791	1.5395097732543945	0.038901475801495666	1.0835508080373766	-1	1	0	0	0
0	22	18	8709819	8709818	0	555399	0.8180767423250791	0.87987601682217109	1.5395097732543945	-0.31419867805914953	1.0735213264507837	-1	0	0	0	0
0	23	17	8709820	8709819	-2	440695	0.87987601682217109	0.8808564481511475	1.5395097732543945	-1.960451800212542	1.025816228655591	-2	-1	0	0	0
0	24	16	8709821	8709820	-2	349774	0.8808564481511475	0.93212220615462871	1.5395097732543945	-2.2917532962624296	1.0457563833201067	-3	-2	0	0	0
0	25	15	8709822	8709821	-2	265590	0.93212220615462871	0.97406599265030824	1.5395097732543945	-2.2559387650254066	0.97394672586604381	-3	-2	0	0	0
0	26	14	8709823	8709822	1	192234	0.97406599265030824	1.0285995060019166	1.5395097732543945	1.2838606702911981	0.91404631181550255	1	2	0	0	0
0	27	13	8709824	8709823	-1	131805	1.0285995060019166	1.0287532654155485	1.5395097732543945	-1.0144919025619605	0.83536613130995274	-1	-1	0	0	0
0	28	12	8709825	8709824	0	80414	1.0287532654155485	1.0947566136412799	1.5395097732543945	0.27054254081921836	0.7525918923418935	0	1	0	0	0
0	29	11	8709826	8709825	-2	44042	1.0947566136412799	1.1002195371404437	1.5395097732543945	-1.9290069282562388	0.64056459276472255	-2	-2	0	0	0
0	30	10	8709827	8709826	1	24454	1.1002195371404437	1.1288887358284829	1.5395097732543945	0.83363914189359056	0.65120713436723232	1	1	0	0	0
0	31	9	-1	-1	3	0	1.1288887358284829	1.13163246031932	1.5395097732543945	2.9451289916828101	0.67126389555473742	3	3	0	0	0
0	32	8	-1	-1	-1	0	1.13163246031932	1.2441372697704407	1.5395097732543945	-1.3209471549272214	0.61110067122010159	-1	-1	0	0	0
0	33	7	-1	-1	-1	0	1.2441372697704407	1.2485764304078273	1.5395097732543945	-1.0595518493028151	0.48576906457817692	-1	-1	0	0	0
0	34	6	-1	-1	-2	0	1.2485764304078273	1.2683859429902944	1.5395097732543945	-1.8878807828547695	0.42967482658463185	-2	-2	0	0	0
0	35	5	-1	-1	2	0	1.2683859429902944	1.2966898479318543	1.5395097732543945	2.1297491743784294	0.40157370746492999	2	2	0	0	0
0	36	4	-1	-1	0	0	1.2966898479318543	1.3008458607500857	1.5395097732543945	-0.05152306869301395	0.39382695988022903	0	0	0	0	0
0	37	3	-1	-1	-4	0	1.3008458607500857	1.4447015438836663	1.5395097732543945	-4.2968645696366963	0.38237389447305975	-4	-4	0	0	0
0	38	2	-1	-1	0	0	1.4447015438836663	1.4447511998254652	1.5395097732543945	-0.0050758601833586926	0.22179260254002414	0	0	0	0	0
0	39	1	-1	-1	3	0	1.4447511998254652	1.4520013694348455	1.5395097732543945	2.9348289621007266	0.2356078798430736	3	3	0	0	0
