phase	depth	coefficient	nodes
0	0	-1	1
0	1	31	5
0	2	30	19
0	3	29	61
0	4	28	189
0	5	27	429
0	6	26	957
0	7	25	1865
0	8	24	3445
0	9	23	5473
0	10	22	7591
0	11	21	10201
0	12	20	12657
0	13	19	13567
0	14	18	13999
0	15	17	13057
0	16	16	11665
0	17	15	9385
0	18	14	7501
0	19	13	5547
0	20	12	4087
0	21	11	2675
0	22	10	1673
0	23	9	915
0	24	8	531
0	25	7	295
0	26	6	153
0	27	5	81
0	28	4	43
0	29	3	17
0	30	2	9
0	31	1	7
0	32	0	3
1	0	-1	1
1	1	31	5
1	2	30	19
1	3	29	67
1	4	28	191
1	5	27	465
1	6	26	995
1	7	25	1905
1	8	24	3283
1	9	23	5237
1	10	22	7653
1	11	21	9845
1	12	20	11259
1	13	19	11491
1	14	18	11733
1	15	17	10757
1	16	16	9863
1	17	15	8421
1	18	14	7087
1	19	13	5779
1	20	12	4089
1	21	11	2727
1	22	10	1603
1	23	9	973
1	24	8	527
1	25	7	283
1	26	6	153
1	27	5	77
1	28	4	33
1	29	3	19
1	30	2	7
1	31	1	3
1	32	0	3
