phase	depth	coefficient	nodes
0	0	-1	1
0	1	35	7
0	2	34	37
0	3	33	171
0	4	32	649
0	5	31	2111
0	6	30	6213
0	7	29	17433
0	8	28	41493
0	9	27	91839
0	10	26	174289
0	11	25	344671
0	12	24	626467
0	13	23	1001609
0	14	22	1299996
0	15	21	1228071
0	16	20	1035562
0	17	19	809400
0	18	18	621153
0	19	17	514900
0	20	16	375148
0	21	15	288652
0	22	14	199954
0	23	13	130724
0	24	12	82966
0	25	11	48956
0	26	10	28630
0	27	9	15144
0	28	8	7758
0	29	7	3622
0	30	6	1462
0	31	5	548
0	32	4	228
0	33	3	90
0	34	2	32
0	35	1	12
0	36	0	2
1	0	-1	1
1	1	35	7
1	2	34	29
1	3	33	109
1	4	32	347
1	5	31	1085
1	6	30	3001
1	7	29	7025
1	8	28	15393
1	9	27	29243
1	10	26	49997
1	11	25	93371
1	12	24	152941
1	13	23	222289
1	14	22	276975
1	15	21	374239
1	16	20	437651
1	17	19	458223
1	18	18	446682
1	19	17	409656
1	20	16	343297
1	21	15	257726
1	22	14	184226
1	23	13	130296
1	24	12	82055
1	25	11	54284
1	26	10	31255
1	27	9	16915
1	28	8	8458
1	29	7	4517
1	30	6	2187
1	31	5	1027
1	32	4	420
1	33	3	202
1	34	2	74
1	35	1	30
1	36	0	7
2	0	-1	1
2	1	35	5
2	2	34	25
2	3	33	91
2	4	32	261
2	5	31	709
2	6	30	1775
2	7	29	3853
2	8	28	7045
2	9	27	12333
2	10	26	20871
2	11	25	31187
2	12	24	45207
2	13	23	59179
2	14	22	70297
2	15	21	76683
2	16	20	76299
2	17	19	78853
2	18	18	78029
2	19	17	77871
2	20	16	75785
2	21	15	62599
2	22	14	50341
2	23	13	36193
2	24	12	24663
2	25	11	16803
2	26	10	10673
2	27	9	6573
2	28	8	3619
2	29	7	1783
2	30	6	827
2	31	5	373
2	32	4	179
2	33	3	81
2	34	2	31
2	35	1	15
2	36	0	3
