phase	depth	coefficient	nodes
0	0	-1	1
0	1	39	7
0	2	38	35
0	3	37	141
0	4	36	519
0	5	35	1771
0	6	34	5367
0	7	33	15527
0	8	32	39627
0	9	31	97885
0	10	30	216207
0	11	29	450197
0	12	28	900597
0	13	27	1319341
0	14	26	1248121
0	15	25	1088303
0	16	24	883041
0	17	23	697601
0	18	22	577216
0	19	21	453840
0	20	20	341396
0	21	19	250136
0	22	18	167514
0	23	17	107078
0	24	16	62606
0	25	15	36994
0	26	14	19588
0	27	13	10124
0	28	12	5092
0	29	11	2454
0	30	10	1000
0	31	9	392
0	32	8	160
0	33	7	70
0	34	6	38
0	35	5	12
0	36	4	2
0	37	3	0
0	38	2	0
0	39	1	0
0	40	0	0
