phase	depth	coefficient	nodes
0	0	-1	1
0	1	29	5
0	2	28	21
0	3	27	63
0	4	26	169
0	5	25	395
0	6	24	849
0	7	23	1573
0	8	22	2891
0	9	21	4759
0	10	20	6995
0	11	19	10325
0	12	18	13743
0	13	17	16795
0	14	16	20053
0	15	15	20149
0	16	14	19751
0	17	13	16371
0	18	12	12897
0	19	11	9951
0	20	10	6677
0	21	9	4351
0	22	8	2827
0	23	7	1569
0	24	6	761
0	25	5	395
0	26	4	161
0	27	3	85
0	28	2	41
0	29	1	11
0	30	0	7
1	0	-1	1
1	1	29	5
1	2	28	17
1	3	27	53
1	4	26	135
1	5	25	283
1	6	24	571
1	7	23	1125
1	8	22	1945
1	9	21	3211
1	10	20	4735
1	11	19	6009
1	12	18	7209
1	13	17	8195
1	14	16	8735
1	15	15	8113
1	16	14	7575
1	17	13	6007
1	18	12	4931
1	19	11	3567
1	20	10	2437
1	21	9	1569
1	22	8	969
1	23	7	593
1	24	6	307
1	25	5	157
1	26	4	71
1	27	3	29
1	28	2	7
1	29	1	1
1	30	0	3
