phase	depth	coefficient	nodes
0	0	-1	1
0	1	31	5
0	2	30	19
0	3	29	73
0	4	28	233
0	5	27	623
0	6	26	1489
0	7	25	2919
0	8	24	5363
0	9	23	9435
0	10	22	14715
0	11	21	22341
0	12	20	31221
0	13	19	39410
0	14	18	49298
0	15	17	55426
0	16	16	56094
0	17	15	51393
0	18	14	42805
0	19	13	32633
0	20	12	24216
0	21	11	16356
0	22	10	10176
0	23	9	5933
0	24	8	3333
0	25	7	1874
0	26	6	1011
0	27	5	467
0	28	4	199
0	29	3	85
0	30	2	46
0	31	1	24
0	32	0	9
1	0	-1	1
1	1	31	5
1	2	30	19
1	3	29	61
1	4	28	161
1	5	27	405
1	6	26	859
1	7	25	1517
1	8	24	2837
1	9	23	4663
1	10	22	7149
1	11	21	9191
1	12	20	11263
1	13	19	12705
1	14	18	13453
1	15	17	13723
1	16	16	13219
1	17	15	11389
1	18	14	9559
1	19	13	7091
1	20	12	5015
1	21	11	3153
1	22	10	2249
1	23	9	1445
1	24	8	933
1	25	7	515
1	26	6	275
1	27	5	123
1	28	4	63
1	29	3	25
1	30	2	13
1	31	1	3
1	32	0	3
