phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	41
0	3	36	171
0	4	35	649
0	5	34	2213
0	6	33	6383
0	7	32	18765
0	8	31	46397
0	9	30	106463
0	10	29	217919
0	11	28	425277
0	12	27	757927
0	13	26	1121539
0	14	25	1433226
0	15	24	1303781
0	16	23	1010419
0	17	22	779899
0	18	21	611185
0	19	20	434062
0	20	19	285816
0	21	18	182006
0	22	17	108774
0	23	16	65994
0	24	15	37048
0	25	14	20756
0	26	13	11386
0	27	12	5808
0	28	11	3128
0	29	10	1654
0	30	9	766
0	31	8	312
0	32	7	134
0	33	6	52
0	34	5	22
0	35	4	12
0	36	3	6
0	37	2	2
0	38	1	0
0	39	0	0
