phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	34	5	0
0	2	33	23	0
0	3	32	89	0
0	4	31	281	0
0	5	30	743	0
0	6	29	1827	0
0	7	28	4111	0
0	8	27	7957	0
0	9	26	15631	0
0	10	25	29453	0
0	11	24	48099	0
0	12	23	72545	0
0	13	22	101738	0
0	14	21	126989	0
0	15	20	140666	0
0	16	19	166957	0
0	17	18	171940	0
0	18	17	158730	0
0	19	16	139852	0
0	20	15	119278	0
0	21	14	89188	0
0	22	13	71714	0
0	23	12	51214	0
0	24	11	32567	0
0	25	10	20164	0
0	26	9	0	175
0	27	8	0	160
0	28	7	0	93
0	29	6	0	52
0	30	5	0	22
0	31	4	0	9
0	32	3	0	2
0	33	2	0	0
0	34	1	0	0
0	35	0	0	6
1	0	-1	1	0
1	1	34	5	0
1	2	33	23	0
1	3	32	83	0
1	4	31	257	0
1	5	30	713	0
1	6	29	1751	0
1	7	28	3815	0
1	8	27	7959	0
1	9	26	15805	0
1	10	25	27611	0
1	11	24	41877	0
1	12	23	63083	0
1	13	22	81427	0
1	14	21	117839	0
1	15	20	145543	0
1	16	19	158925	0
1	17	18	168905	0
1	18	17	159613	0
1	19	16	133533	0
1	20	15	100259	0
1	21	14	75703	0
1	22	13	53413	0
1	23	12	37475	0
1	24	11	24191	0
1	25	10	15053	0
1	26	9	0	125
1	27	8	0	112
1	28	7	0	57
1	29	6	0	32
1	30	5	0	14
1	31	4	0	4
1	32	3	0	0
1	33	2	0	0
1	34	1	0	0
1	35	0	0	2
