phase	depth	coefficient	nodes
0	0	-1	1
0	1	33	7
0	2	32	39
0	3	31	161
0	4	30	585
0	5	29	1923
0	6	28	5319
0	7	27	13849
0	8	26	33917
0	9	25	71937
0	10	24	141413
0	11	23	237939
0	12	22	344961
0	13	21	382477
0	14	20	393298
0	15	19	361170
0	16	18	316871
0	17	17	281073
0	18	16	238305
0	19	15	203914
0	20	14	160430
0	21	13	112752
0	22	12	74925
0	23	11	46726
0	24	10	26484
0	25	9	15131
0	26	8	7320
0	27	7	3651
0	28	6	1744
0	29	5	765
0	30	4	363
0	31	3	143
0	32	2	61
0	33	1	23
0	34	0	12
1	0	-1	1
1	1	33	5
1	2	32	19
1	3	31	55
1	4	30	153
1	5	29	371
1	6	28	811
1	7	27	1529
1	8	26	2563
1	9	25	3915
1	10	24	6077
1	11	23	8477
1	12	22	11143
1	13	21	13171
1	14	20	14683
1	15	19	15539
1	16	18	14189
1	17	17	11671
1	18	16	8717
1	19	15	6145
1	20	14	4049
1	21	13	2651
1	22	12	1641
1	23	11	843
1	24	10	521
1	25	9	281
1	26	8	117
1	27	7	63
1	28	6	29
1	29	5	7
1	30	4	1
1	31	3	1
1	32	2	1
1	33	1	1
1	34	0	3
