phase	depth	coefficient	nodes
0	0	-1	1
0	1	33	7
0	2	32	31
0	3	31	105
0	4	30	347
0	5	29	993
0	6	28	2675
0	7	27	6889
0	8	26	16141
0	9	25	33141
0	10	24	59537
0	11	23	102148
0	12	22	156130
0	13	21	217539
0	14	20	244946
0	15	19	233289
0	16	18	230188
0	17	17	217895
0	18	16	185361
0	19	15	161113
0	20	14	129638
0	21	13	95978
0	22	12	68105
0	23	11	47173
0	24	10	28468
0	25	9	15179
0	26	8	7409
0	27	7	3511
0	28	6	1529
0	29	5	645
0	30	4	262
0	31	3	118
0	32	2	63
0	33	1	26
0	34	0	12
1	0	-1	1
1	1	33	5
1	2	32	19
1	3	31	71
1	4	30	207
1	5	29	561
1	6	28	1287
1	7	27	2521
1	8	26	4423
1	9	25	7261
1	10	24	10409
1	11	23	13755
1	12	22	18027
1	13	21	21503
1	14	20	24569
1	15	19	24433
1	16	18	23013
1	17	17	20449
1	18	16	18565
1	19	15	14659
1	20	14	11735
1	21	13	8039
1	22	12	5215
1	23	11	3059
1	24	10	1773
1	25	9	1021
1	26	8	585
1	27	7	285
1	28	6	151
1	29	5	91
1	30	4	55
1	31	3	27
1	32	2	11
1	33	1	1
1	34	0	3
