phase	depth	k	node	parent	z_k	tree_nodes_at_depth	parent_rho	rho	bound_r2	center	delta	legal_lo	legal_hi	N	Q	M
0	1	35	27	0	-1	5	0	0.18660803192549238	1.309328556060791	0	2.6488609054064574	-2	2	126	-1	0
0	2	34	28	27	0	21	0.18660803192549238	0.21083988555501246	1.309328556060791	-0.34911326708805029	2.376341572431905	-2	2	62	-1	0
0	3	33	9185	28	-1	83	0.21083988555501246	0.29634045020818955	1.309328556060791	-0.27084529549887426	2.6135630516585198	-2	2	21	-1	0
0	4	32	9186	9185	0	257	0.29634045020818955	0.30705055523325364	1.309328556060791	-0.23651280283497855	2.30017014916106	-2	2	10	-1	0
0	5	31	9187	9186	0	663	0.30705055523325364	0.32377993718149084	1.309328556060791	0.27636607534527019	2.1391383902871919	-1	2	5	-1	0
0	6	30	9188	9187	0	1554	0.32377993718149084	0.32604188472032636	1.309328556060791	-0.10294919996001269	2.1489224287986182	-2	2	2	-1	0
0	7	29	9189	9188	0	3039	0.32604188472032636	0.34076604497563295	1.309328556060791	0.26057138330571383	2.129371940254551	-1	2	1	-1	0
0	8	28	309250	9189	-1	5266	0.34076604497563295	0.47012990681416206	1.309328556060791	-0.27220400359575936	1.9914389812987037	-2	1	0	0	0
0	9	27	309251	309250	0	8711	0.47012990681416206	0.47039718046818896	1.309328556060791	-0.033264580893016975	1.863959056927603	-1	1	0	0	0
0	10	26	309252	309251	-1	12994	0.47039718046818896	0.47067493656212261	1.309328556060791	-0.96771930314909616	1.774084583120493	-2	0	0	0	0
0	11	25	309253	309252	1	17209	0.47067493656212261	0.4786922672961853	1.309328556060791	0.83754839056447605	1.6615003279583285	0	2	0	0	0
0	12	24	309254	309253	-1	24134	0.4786922672961853	0.49222758017212304	1.309328556060791	-1.2326612794950462	1.8226169836732933	-3	0	0	0	0
0	13	23	309255	309254	0	30190	0.49222758017212304	0.51599067523450914	1.309328556060791	0.28626470639974011	1.6786268637620505	-1	1	0	0	0
0	14	22	309256	309255	0	32261	0.51599067523450914	0.52102529029366407	1.309328556060791	-0.11680282465146066	1.4662205634631356	-1	1	0	0	0
0	15	21	309257	309256	0	32237	0.52102529029366407	0.54495087285884591	1.309328556060791	-0.24747838934153932	1.4205374352113587	-1	1	0	0	0
0	16	20	309258	309257	1	31724	0.54495087285884591	0.56707285002110597	1.309328556060791	0.75877877735850074	1.4179389875276889	0	2	0	0	0
0	17	19	309259	309258	-1	28251	0.56707285002110597	0.60901494044734106	1.309328556060791	-0.68822932312323648	1.3115564941450937	-1	0	0	0	0
0	18	18	309260	309259	1	23347	0.60901494044734106	0.61368564402865	1.309328556060791	0.90038813829680708	1.2197369739313462	0	2	0	0	0
0	19	17	309261	309260	0	19457	0.61368564402865	0.61371865332478082	1.309328556060791	-0.0085939486234519035	1.2475782746915651	-1	1	0	0	0
0	20	16	309262	309261	1	13837	0.61371865332478082	0.61383888176775936	1.309328556060791	0.98563292117796664	1.0928177516510311	0	2	0	0	0
0	21	15	309263	309262	0	9500	0.61383888176775936	0.64860919529236805	1.309328556060791	0.24317425928681574	1.0875735616870097	0	1	0	0	0
0	22	14	309264	309263	-1	6282	0.64860919529236805	0.64879629498574576	1.309328556060791	-0.98276553180326809	1.0241648477370529	-2	0	0	0	0
0	23	13	309265	309264	0	3854	0.64879629498574576	0.65772528993577495	1.309328556060791	-0.11286730424831402	0.97076448757750977	-1	0	0	0	0
0	24	12	309266	309265	0	2313	0.65772528993577495	0.69866776229348526	1.309328556060791	-0.2437887638622433	0.97256420021856915	-1	0	0	0	0
0	25	11	309267	309266	0	1317	0.69866776229348526	0.70466678831447427	1.309328556060791	-0.091451115013367709	0.9226747823423076	-1	0	0	0	0
0	26	10	309268	309267	-2	785	0.70466678831447427	0.84721840660755243	1.309328556060791	-1.5609090619549404	0.90432524138183545	-2	-1	0	0	0
0	27	9	-1	-1	0	0	0.84721840660755243	0.84736113979854299	1.309328556060791	0.013205118877775647	0.75136780329853625	0	0	0	0	0
0	28	8	-1	-1	-1	0	0.84736113979854299	0.85147065183414106	1.309328556060791	-1.0671442940479208	0.71190108698346877	-1	-1	0	0	0
0	29	7	-1	-1	-2	0	0.85147065183414106	0.88221768595899941	1.309328556060791	-2.1761032762591919	0.67956527501457864	-2	-2	0	0	0
0	30	6	-1	-1	1	0	0.88221768595899941	0.88350754684480137	1.309328556060791	0.96547720192480901	0.6282100265665157	1	1	0	0	0
0	31	5	-1	-1	-2	0	0.88350754684480137	0.97504908532990553	1.309328556060791	-2.2741376232254522	0.59125262518565069	-2	-2	0	0	0
0	32	4	-1	-1	0	0	0.97504908532990553	1.0632370541666443	1.309328556060791	0.28508434180184877	0.55503906051139773	0	0	0	0	0
0	33	3	-1	-1	0	0	1.0632370541666443	1.0638674391976943	1.309328556060791	0.022464846899926345	0.44386287881818881	0	0	0	0	0
0	34	2	-1	-1	2	0	1.0638674391976943	1.121066377334909	1.309328556060791	2.2125544034661773	0.44031905117385856	2	2	0	0	0
0	35	1	-1	-1	0	0	1.121066377334909	1.2145306186300628	1.309328556060791	0.24301364168909942	0.34489702746604423	0	0	0	0	0
0	36	0	-1	-1	-1	0	1.2145306186300628	1.2757368087768555	1.309328556060791	-1.1950262687681681	0.24271403067185454	-1	-1	0	0	0
