phase	depth	coefficient	nodes
0	0	-1	1
0	1	39	9
0	2	38	63
0	3	37	353
0	4	36	1687
0	5	35	6427
0	6	34	21685
0	7	33	67999
0	8	32	205995
0	9	31	533999
0	10	30	1297935
0	11	29	2089075
0	12	28	1628406
0	13	27	1001641
0	14	26	689925
0	15	25	469040
0	16	24	321570
0	17	23	234506
0	18	22	161060
0	19	21	111772
0	20	20	72096
0	21	19	43084
0	22	18	22826
0	23	17	10664
0	24	16	4620
0	25	15	2116
0	26	14	880
0	27	13	380
0	28	12	118
0	29	11	42
0	30	10	20
0	31	9	4
0	32	8	2
0	33	7	0
0	34	6	0
0	35	5	0
0	36	4	0
0	37	3	0
0	38	2	0
0	39	1	0
0	40	0	0
