phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	35
0	3	36	151
0	4	35	527
0	5	34	1831
0	6	33	5339
0	7	32	14745
0	8	31	40027
0	9	30	97061
0	10	29	209465
0	11	28	402493
0	12	27	669471
0	13	26	947077
0	14	25	1194217
0	15	24	1184751
0	16	23	1093157
0	17	22	846068
0	18	21	649028
0	19	20	506623
0	20	19	366526
0	21	18	274720
0	22	17	197686
0	23	16	128398
0	24	15	78732
0	25	14	44950
0	26	13	23244
0	27	12	12056
0	28	11	6332
0	29	10	3098
0	30	9	1314
0	31	8	566
0	32	7	184
0	33	6	76
0	34	5	32
0	35	4	10
0	36	3	2
0	37	2	0
0	38	1	0
0	39	0	0
