phase	depth	coefficient	nodes
0	0	-1	1
0	1	37	5
0	2	36	29
0	3	35	133
0	4	34	519
0	5	33	1679
0	6	32	4613
0	7	31	11899
0	8	30	25835
0	9	29	57525
0	10	28	117559
0	11	27	217553
0	12	26	391161
0	13	25	618385
0	14	24	906824
0	15	23	1093704
0	16	22	1058482
0	17	21	967080
0	18	20	847612
0	19	19	756405
0	20	18	617048
0	21	17	467717
0	22	16	330313
0	23	15	208259
0	24	14	130302
0	25	13	80761
0	26	12	43834
0	27	11	21672
0	28	10	11773
0	29	9	5686
0	30	8	2982
0	31	7	1449
0	32	6	649
0	33	5	310
0	34	4	145
0	35	3	54
0	36	2	23
0	37	1	11
0	38	0	9
1	0	-1	1
1	1	37	5
1	2	36	25
1	3	35	93
1	4	34	297
1	5	33	875
1	6	32	2027
1	7	31	5273
1	8	30	11791
1	9	29	23137
1	10	28	40891
1	11	27	69519
1	12	26	105799
1	13	25	154207
1	14	24	201923
1	15	23	247847
1	16	22	289705
1	17	21	304059
1	18	20	291355
1	19	19	307777
1	20	18	289151
1	21	17	252847
1	22	16	210613
1	23	15	160119
1	24	14	113433
1	25	13	69443
1	26	12	42755
1	27	11	26497
1	28	10	14139
1	29	9	7483
1	30	8	3663
1	31	7	1699
1	32	6	773
1	33	5	331
1	34	4	141
1	35	3	45
1	36	2	17
1	37	1	9
1	38	0	3
