phase	depth	coefficient	nodes
0	0	-1	1
0	1	30	5
0	2	29	13
0	3	28	39
0	4	27	99
0	5	26	221
0	6	25	477
0	7	24	905
0	8	23	1527
0	9	22	2473
0	10	21	3609
0	11	20	4747
0	12	19	6237
0	13	18	7113
0	14	17	7629
0	15	16	7795
0	16	15	7235
0	17	14	6501
0	18	13	5313
0	19	12	4145
0	20	11	2883
0	21	10	2083
0	22	9	1400
0	23	8	851
0	24	7	485
0	25	6	303
0	26	5	155
0	27	4	70
0	28	3	31
0	29	2	15
0	30	1	9
0	31	0	8
1	0	-1	1
1	1	30	3
1	2	29	11
1	3	28	27
1	4	27	53
1	5	26	119
1	6	25	189
1	7	24	299
1	8	23	397
1	9	22	497
1	10	21	603
1	11	20	597
1	12	19	613
1	13	18	591
1	14	17	567
1	15	16	465
1	16	15	397
1	17	14	303
1	18	13	241
1	19	12	161
1	20	11	93
1	21	10	49
1	22	9	23
1	23	8	9
1	24	7	5
1	25	6	1
1	26	5	1
1	27	4	1
1	28	3	1
1	29	2	1
1	30	1	1
1	31	0	3
