phase	depth	coefficient	nodes
0	0	-1	1
0	1	31	5
0	2	30	19
0	3	29	61
0	4	28	159
0	5	27	383
0	6	26	879
0	7	25	1845
0	8	24	3305
0	9	23	5723
0	10	22	8769
0	11	21	12133
0	12	20	15169
0	13	19	16481
0	14	18	18259
0	15	17	18241
0	16	16	16775
0	17	15	14421
0	18	14	12183
0	19	13	10057
0	20	12	7817
0	21	11	6135
0	22	10	4343
0	23	9	2911
0	24	8	1761
0	25	7	1025
0	26	6	603
0	27	5	287
0	28	4	143
0	29	3	69
0	30	2	27
0	31	1	13
0	32	0	3
