phase	depth	coefficient	nodes
0	0	-1	1
0	1	33	5
0	2	32	19
0	3	31	71
0	4	30	205
0	5	29	533
0	6	28	1283
0	7	27	2951
0	8	26	5823
0	9	25	10967
0	10	24	18703
0	11	23	30109
0	12	22	42331
0	13	21	56119
0	14	20	66865
0	15	19	68457
0	16	18	69435
0	17	17	64841
0	18	16	58123
0	19	15	45961
0	20	14	38908
0	21	13	30960
0	22	12	21107
0	23	11	13591
0	24	10	7869
0	25	9	4819
0	26	8	2737
0	27	7	1581
0	28	6	791
0	29	5	409
0	30	4	136
0	31	3	57
0	32	2	23
0	33	1	9
0	34	0	7
1	0	-1	1
1	1	33	5
1	2	32	17
1	3	31	53
1	4	30	145
1	5	29	369
1	6	28	839
1	7	27	1689
1	8	26	2957
1	9	25	5063
1	10	24	7765
1	11	23	10581
1	12	22	13905
1	13	21	18031
1	14	20	20311
1	15	19	21307
1	16	18	20739
1	17	17	18689
1	18	16	15583
1	19	15	12289
1	20	14	9477
1	21	13	6449
1	22	12	4593
1	23	11	2943
1	24	10	1807
1	25	9	1179
1	26	8	627
1	27	7	345
1	28	6	181
1	29	5	87
1	30	4	43
1	31	3	15
1	32	2	7
1	33	1	3
1	34	0	3
