phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	34	5	0
0	2	33	23	0
0	3	32	85	0
0	4	31	255	0
0	5	30	662	0
0	6	29	1543	0
0	7	28	2975	0
0	8	27	6062	0
0	9	26	11008	0
0	10	25	18277	0
0	11	24	26899	0
0	12	23	37819	0
0	13	22	50941	0
0	14	21	60489	0
0	15	20	66937	0
0	16	19	68674	0
0	17	18	72178	0
0	18	17	66956	0
0	19	16	63199	0
0	20	15	53303	0
0	21	14	42520	0
0	22	13	32292	0
0	23	12	23043	0
0	24	11	15215	0
0	25	10	9375	0
0	26	9	0	112
0	27	8	0	74
0	28	7	0	55
0	29	6	0	16
0	30	5	0	13
0	31	4	0	2
0	32	3	0	3
0	33	2	0	1
0	34	1	0	2
0	35	0	0	5
1	0	-1	1	0
1	1	34	5	0
1	2	33	23	0
1	3	32	71	0
1	4	31	193	0
1	5	30	513	0
1	6	29	1199	0
1	7	28	2797	0
1	8	27	5569	0
1	9	26	9767	0
1	10	25	14987	0
1	11	24	21613	0
1	12	23	29935	0
1	13	22	41183	0
1	14	21	50875	0
1	15	20	58235	0
1	16	19	65021	0
1	17	18	62671	0
1	18	17	59127	0
1	19	16	50123	0
1	20	15	39055	0
1	21	14	29867	0
1	22	13	20539	0
1	23	12	13931	0
1	24	11	8621	0
1	25	10	5297	0
1	26	9	0	31
1	27	8	0	44
1	28	7	0	40
1	29	6	0	20
1	30	5	0	14
1	31	4	0	6
1	32	3	0	2
1	33	2	0	1
1	34	1	0	0
1	35	0	0	2
