phase	depth	coefficient	nodes
0	0	-1	1
0	1	31	5
0	2	30	19
0	3	29	65
0	4	28	179
0	5	27	421
0	6	26	917
0	7	25	1789
0	8	24	3009
0	9	23	4757
0	10	22	7147
0	11	21	9213
0	12	20	11059
0	13	19	13277
0	14	18	13666
0	15	17	14345
0	16	16	12528
0	17	15	10669
0	18	14	8695
0	19	13	6044
0	20	12	4054
0	21	11	2753
0	22	10	1739
0	23	9	1095
0	24	8	635
0	25	7	322
0	26	6	159
0	27	5	75
0	28	4	37
0	29	3	16
0	30	2	11
0	31	1	10
0	32	0	6
1	0	-1	1
1	1	31	5
1	2	30	17
1	3	29	45
1	4	28	115
1	5	27	267
1	6	26	491
1	7	25	863
1	8	24	1381
1	9	23	2017
1	10	22	2485
1	11	21	2867
1	12	20	3321
1	13	19	3395
1	14	18	3513
1	15	17	3217
1	16	16	2941
1	17	15	2595
1	18	14	2053
1	19	13	1559
1	20	12	1079
1	21	11	755
1	22	10	531
1	23	9	343
1	24	8	165
1	25	7	71
1	26	6	31
1	27	5	19
1	28	4	13
1	29	3	9
1	30	2	5
1	31	1	1
1	32	0	3
