phase,elapsed_s,work_nodes,tree_nodes,enumeration_nodes,rollout_jobs,exact_candidates,active_rollouts,rate_work_nodes_s,search_radius_over_gh,best_over_gh,radius_drops
0,2.000284,39315,39271,44,71,1,0,19654.205025,1.0402027669,1.0402027669,0
0,4.000410,79182,79116,66,175,1,0,19932.248135,1.0402027669,1.0402027669,0
0,6.000507,119893,119775,118,323,1,0,20354.514037,1.0402027669,1.0402027669,0
0,8.000605,160569,160407,162,487,1,0,20337.002582,1.0402027669,1.0402027669,0
0,10.000737,200374,200186,188,871,3,0,19901.185855,0.9781313384,0.9781313384,1
0,12.000866,238583,238393,190,1016,3,0,19103.264563,0.9781313384,0.9781313384,1
0,14.000963,277060,276860,200,1168,3,0,19237.569787,0.9781313384,0.9781313384,1
0,16.001068,315366,315166,200,1274,3,0,19151.993496,0.9781313384,0.9781313384,1
0,18.001197,353475,353271,204,1363,3,0,19053.274960,0.9781313384,0.9781313384,1
0,20.001327,390623,390419,204,1425,3,0,18572.794124,0.9781313384,0.9781313384,1
0,22.001459,428835,428631,204,1492,3,0,19104.738801,0.9781313384,0.9781313384,1
0,24.001579,466404,466200,204,1568,3,0,18783.374434,0.9781313384,0.9781313384,1
0,24.240200,470985,470781,204,1597,3,0,19429.940847,0.9781313384,0.9781313384,1
1,2.000154,38649,38633,16,48,1,0,19322.511423,0.9781313384,0.9781313384,0
1,4.000274,76944,76928,16,90,1,0,19146.352827,0.9781313384,0.9781313384,0
1,6.000376,116233,116202,31,172,1,0,19643.496198,0.9781313384,0.9781313384,0
1,8.000478,155172,155140,32,262,1,0,19468.504060,0.9781313384,0.9781313384,0
1,10.000568,193857,193825,32,347,1,0,19341.633795,0.9781313384,0.9781313384,0
1,12.000680,232598,232562,36,484,1,0,19369.419680,0.9781313384,0.9781313384,0
1,14.000821,269976,269936,40,595,1,0,18687.675679,0.9781313384,0.9781313384,0
1,16.000953,307605,307565,40,703,1,0,18813.261326,0.9781313384,0.9781313384,0
1,16.685144,320329,320287,42,733,1,0,19198.500628,0.9781313384,0.9781313384,0
