phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	33	5	0
0	2	32	25	0
0	3	31	91	0
0	4	30	289	0
0	5	29	748	0
0	6	28	1801	0
0	7	27	4048	0
0	8	26	7600	0
0	9	25	13782	0
0	10	24	22479	0
0	11	23	33155	0
0	12	22	43761	0
0	13	21	56000	0
0	14	20	71510	0
0	15	19	89632	0
0	16	18	98060	0
0	17	17	104851	0
0	18	16	97004	0
0	19	15	78645	0
0	20	14	62163	0
0	21	13	45145	0
0	22	12	32125	0
0	23	11	21752	0
0	24	10	13389	0
0	25	9	0	279
0	26	8	0	299
0	27	7	0	252
0	28	6	0	142
0	29	5	0	66
0	30	4	0	43
0	31	3	0	11
0	32	2	0	4
0	33	1	0	5
0	34	0	0	8
