phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	37
0	3	36	153
0	4	35	561
0	5	34	1977
0	6	33	6061
0	7	32	17065
0	8	31	41241
0	9	30	83575
0	10	29	162621
0	11	28	283885
0	12	27	520927
0	13	26	863105
0	14	25	1261859
0	15	24	1364608
0	16	23	1168186
0	17	22	928873
0	18	21	702000
0	19	20	540061
0	20	19	389375
0	21	18	262848
0	22	17	173820
0	23	16	104648
0	24	15	61418
0	25	14	31714
0	26	13	15582
0	27	12	7626
0	28	11	3490
0	29	10	1534
0	30	9	694
0	31	8	280
0	32	7	112
0	33	6	38
0	34	5	12
0	35	4	6
0	36	3	0
0	37	2	0
0	38	1	0
0	39	0	0
