phase	depth	coefficient	nodes
0	0	-1	1
0	1	37	5
0	2	36	23
0	3	35	113
0	4	34	469
0	5	33	1549
0	6	32	4941
0	7	31	12741
0	8	30	31885
0	9	29	80887
0	10	28	177483
0	11	27	335321
0	12	26	603519
0	13	25	1017861
0	14	24	1370283
0	15	23	1357222
0	16	22	1086524
0	17	21	851023
0	18	20	648719
0	19	19	498213
0	20	18	358184
0	21	17	232786
0	22	16	145064
0	23	15	86924
0	24	14	48764
0	25	13	26070
0	26	12	13294
0	27	11	5978
0	28	10	2524
0	29	9	960
0	30	8	416
0	31	7	160
0	32	6	62
0	33	5	22
0	34	4	6
0	35	3	4
0	36	2	0
0	37	1	0
0	38	0	0
