phase	depth	coefficient	nodes
0	0	-1	1
0	1	33	5
0	2	32	23
0	3	31	83
0	4	30	271
0	5	29	773
0	6	28	1915
0	7	27	4065
0	8	26	7925
0	9	25	14937
0	10	24	25293
0	11	23	39227
0	12	22	51579
0	13	21	68113
0	14	20	90803
0	15	19	105981
0	16	18	111846
0	17	17	112126
0	18	16	97231
0	19	15	81414
0	20	14	60611
0	21	13	45592
0	22	12	31223
0	23	11	21379
0	24	10	13799
0	25	9	8645
0	26	8	5201
0	27	7	2757
0	28	6	1323
0	29	5	543
0	30	4	207
0	31	3	79
0	32	2	29
0	33	1	11
0	34	0	5
1	0	-1	1
1	1	33	5
1	2	32	21
1	3	31	87
1	4	30	253
1	5	29	625
1	6	28	1353
1	7	27	2737
1	8	26	4923
1	9	25	8211
1	10	24	12957
1	11	23	19125
1	12	22	24223
1	13	21	31877
1	14	20	35237
1	15	19	34849
1	16	18	35737
1	17	17	31481
1	18	16	25967
1	19	15	21273
1	20	14	16317
1	21	13	11359
1	22	12	7411
1	23	11	4421
1	24	10	2601
1	25	9	1411
1	26	8	751
1	27	7	403
1	28	6	193
1	29	5	89
1	30	4	47
1	31	3	25
1	32	2	9
1	33	1	3
1	34	0	3
