phase	depth	coefficient	nodes
0	0	-1	1
0	1	35	5
0	2	34	21
0	3	33	83
0	4	32	257
0	5	31	663
0	6	30	1625
0	7	29	3579
0	8	28	7085
0	9	27	13445
0	10	26	23017
0	11	25	35155
0	12	24	57147
0	13	23	82889
0	14	22	102983
0	15	21	119971
0	16	20	136979
0	17	19	140965
0	18	18	133287
0	19	17	125647
0	20	16	100681
0	21	15	78759
0	22	14	58701
0	23	13	40513
0	24	12	27665
0	25	11	18141
0	26	10	11545
0	27	9	6837
0	28	8	3827
0	29	7	1999
0	30	6	959
0	31	5	415
0	32	4	223
0	33	3	87
0	34	2	51
0	35	1	13
0	36	0	3
1	0	-1	1
1	1	35	5
1	2	34	21
1	3	33	73
1	4	32	227
1	5	31	681
1	6	30	1753
1	7	29	3561
1	8	28	7257
1	9	27	12739
1	10	26	21903
1	11	25	33741
1	12	24	50215
1	13	23	70879
1	14	22	88873
1	15	21	107083
1	16	20	116633
1	17	19	120009
1	18	18	108905
1	19	17	96237
1	20	16	78477
1	21	15	57371
1	22	14	44337
1	23	13	31285
1	24	12	21165
1	25	11	14355
1	26	10	8841
1	27	9	5343
1	28	8	2995
1	29	7	1563
1	30	6	747
1	31	5	365
1	32	4	175
1	33	3	83
1	34	2	27
1	35	1	7
1	36	0	3
