phase	depth	coefficient	nodes
0	0	-1	1
0	1	33	5
0	2	32	21
0	3	31	69
0	4	30	183
0	5	29	521
0	6	28	1203
0	7	27	2493
0	8	26	4557
0	9	25	7291
0	10	24	12679
0	11	23	18723
0	12	22	26951
0	13	21	37785
0	14	20	48731
0	15	19	56007
0	16	18	62779
0	17	17	63361
0	18	16	59595
0	19	15	50877
0	20	14	40833
0	21	13	29927
0	22	12	20243
0	23	11	13699
0	24	10	8945
0	25	9	5595
0	26	8	3495
0	27	7	2029
0	28	6	1089
0	29	5	573
0	30	4	295
0	31	3	113
0	32	2	49
0	33	1	21
0	34	0	5
1	0	-1	1
1	1	33	5
1	2	32	21
1	3	31	61
1	4	30	171
1	5	29	455
1	6	28	1009
1	7	27	2041
1	8	26	3609
1	9	25	5625
1	10	24	9481
1	11	23	13641
1	12	22	19267
1	13	21	24109
1	14	20	28669
1	15	19	30545
1	16	18	31179
1	17	17	30523
1	18	16	28399
1	19	15	25887
1	20	14	20427
1	21	13	15067
1	22	12	10681
1	23	11	7111
1	24	10	4741
1	25	9	2759
1	26	8	1649
1	27	7	893
1	28	6	507
1	29	5	221
1	30	4	103
1	31	3	55
1	32	2	23
1	33	1	7
1	34	0	3
