phase	depth	coefficient	nodes
0	0	-1	1
0	1	37	7
0	2	36	31
0	3	35	119
0	4	34	425
0	5	33	1309
0	6	32	4215
0	7	31	11595
0	8	30	28837
0	9	29	59801
0	10	28	113167
0	11	27	211067
0	12	26	352515
0	13	25	554438
0	14	24	792845
0	15	23	997060
0	16	22	1039074
0	17	21	962432
0	18	20	858775
0	19	19	739219
0	20	18	604104
0	21	17	483538
0	22	16	394159
0	23	15	300102
0	24	14	202994
0	25	13	130956
0	26	12	73984
0	27	11	41425
0	28	10	22182
0	29	9	10618
0	30	8	4917
0	31	7	2308
0	32	6	1008
0	33	5	438
0	34	4	195
0	35	3	89
0	36	2	33
0	37	1	14
0	38	0	4
1	0	-1	1
1	1	37	7
1	2	36	31
1	3	35	115
1	4	34	441
1	5	33	1363
1	6	32	3721
1	7	31	9497
1	8	30	22035
1	9	29	44043
1	10	28	80355
1	11	27	143187
1	12	26	219457
1	13	25	327879
1	14	24	441525
1	15	23	585647
1	16	22	723075
1	17	21	905964
1	18	20	991621
1	19	19	1048241
1	20	18	969816
1	21	17	811953
1	22	16	578758
1	23	15	422362
1	24	14	272011
1	25	13	166799
1	26	12	103495
1	27	11	60887
1	28	10	32127
1	29	9	16726
1	30	8	8815
1	31	7	4603
1	32	6	2060
1	33	5	906
1	34	4	328
1	35	3	98
1	36	2	36
1	37	1	12
1	38	0	3
2	0	-1	1
2	1	37	7
2	2	36	35
2	3	35	131
2	4	34	479
2	5	33	1519
2	6	32	4077
2	7	31	10577
2	8	30	24979
2	9	29	53267
2	10	28	100565
2	11	27	170115
2	12	26	262359
2	13	25	366591
2	14	24	483557
2	15	23	586089
2	16	22	645367
2	17	21	690901
2	18	20	679371
2	19	19	685459
2	20	18	615639
2	21	17	529243
2	22	16	466289
2	23	15	383403
2	24	14	294093
2	25	13	201761
2	26	12	120989
2	27	11	70631
2	28	10	43025
2	29	9	24599
2	30	8	13269
2	31	7	6481
2	32	6	3059
2	33	5	1215
2	34	4	485
2	35	3	211
2	36	2	97
2	37	1	19
2	38	0	3
