phase	depth	coefficient	nodes
0	0	-1	1
0	1	39	7
0	2	38	43
0	3	37	203
0	4	36	741
0	5	35	2613
0	6	34	8239
0	7	33	24945
0	8	32	66133
0	9	31	168721
0	10	30	417087
0	11	29	911657
0	12	28	1507583
0	13	27	1482672
0	14	26	1192334
0	15	25	943308
0	16	24	719296
0	17	23	538931
0	18	22	366278
0	19	21	244636
0	20	20	161900
0	21	19	102798
0	22	18	63452
0	23	17	37572
0	24	16	19802
0	25	15	9640
0	26	14	5220
0	27	13	2444
0	28	12	1068
0	29	11	426
0	30	10	154
0	31	9	54
0	32	8	24
0	33	7	12
0	34	6	4
0	35	5	2
0	36	4	0
0	37	3	0
0	38	2	0
0	39	1	0
0	40	0	0
