phase	depth	coefficient	nodes
0	0	-1	1
0	1	36	7
0	2	35	35
0	3	34	139
0	4	33	535
0	5	32	1793
0	6	31	5271
0	7	30	14403
0	8	29	35569
0	9	28	75075
0	10	27	157707
0	11	26	278155
0	12	25	475119
0	13	24	727457
0	14	23	1099857
0	15	22	1319499
0	16	21	1214232
0	17	20	993033
0	18	19	783013
0	19	18	591946
0	20	17	428060
0	21	16	291922
0	22	15	202844
0	23	14	135836
0	24	13	78730
0	25	12	45608
0	26	11	23340
0	27	10	11812
0	28	9	5334
0	29	8	2270
0	30	7	874
0	31	6	350
0	32	5	112
0	33	4	50
0	34	3	10
0	35	2	2
0	36	1	0
0	37	0	0
