phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	30	5	0
0	2	29	17	0
0	3	28	53	0
0	4	27	137	0
0	5	26	325	0
0	6	25	681	0
0	7	24	1255	0
0	8	23	2105	0
0	9	22	3398	0
0	10	21	5005	0
0	11	20	6483	0
0	12	19	7576	0
0	13	18	7985	0
0	14	17	8595	0
0	15	16	8506	0
0	16	15	7698	0
0	17	14	6268	0
0	18	13	4837	0
0	19	12	3393	0
0	20	11	2305	0
0	21	10	1507	0
0	22	9	0	35
0	23	8	0	33
0	24	7	0	30
0	25	6	0	23
0	26	5	0	11
0	27	4	0	7
0	28	3	0	8
0	29	2	0	5
0	30	1	0	3
0	31	0	0	4
1	0	-1	1	0
1	1	30	5	0
1	2	29	17	0
1	3	28	51	0
1	4	27	133	0
1	5	26	319	0
1	6	25	627	0
1	7	24	1159	0
1	8	23	1841	0
1	9	22	2623	0
1	10	21	3263	0
1	11	20	3673	0
1	12	19	4117	0
1	13	18	4563	0
1	14	17	5071	0
1	15	16	4791	0
1	16	15	4363	0
1	17	14	3777	0
1	18	13	2911	0
1	19	12	2225	0
1	20	11	1501	0
1	21	10	1001	0
1	22	9	0	11
1	23	8	0	14
1	24	7	0	16
1	25	6	0	12
1	26	5	0	4
1	27	4	0	5
1	28	3	0	1
1	29	2	0	0
1	30	1	0	1
1	31	0	0	2
