phase	depth	coefficient	nodes
0	0	-1	1
0	1	37	7
0	2	36	37
0	3	35	157
0	4	34	539
0	5	33	1721
0	6	32	4913
0	7	31	12445
0	8	30	29163
0	9	29	64667
0	10	28	134577
0	11	27	259555
0	12	26	460549
0	13	25	714584
0	14	24	905563
0	15	23	1038156
0	16	22	1049982
0	17	21	984139
0	18	20	870515
0	19	19	696775
0	20	18	540432
0	21	17	383866
0	22	16	276821
0	23	15	200347
0	24	14	141755
0	25	13	94316
0	26	12	57388
0	27	11	34816
0	28	10	19606
0	29	9	11002
0	30	8	6226
0	31	7	3126
0	32	6	1363
0	33	5	545
0	34	4	216
0	35	3	87
0	36	2	31
0	37	1	10
0	38	0	2
1	0	-1	1
1	1	37	5
1	2	36	27
1	3	35	109
1	4	34	371
1	5	33	1101
1	6	32	2759
1	7	31	7181
1	8	30	15447
1	9	29	31647
1	10	28	58575
1	11	27	99387
1	12	26	160367
1	13	25	235279
1	14	24	327835
1	15	23	393217
1	16	22	480335
1	17	21	535813
1	18	20	567227
1	19	19	534285
1	20	18	477947
1	21	17	421383
1	22	16	330847
1	23	15	252871
1	24	14	184371
1	25	13	126801
1	26	12	80439
1	27	11	51485
1	28	10	30481
1	29	9	17465
1	30	8	9233
1	31	7	4277
1	32	6	1739
1	33	5	673
1	34	4	237
1	35	3	87
1	36	2	29
1	37	1	5
1	38	0	3
2	0	-1	1
2	1	37	5
2	2	36	25
2	3	35	97
2	4	34	321
2	5	33	915
2	6	32	2455
2	7	31	6171
2	8	30	14281
2	9	29	28091
2	10	28	53963
2	11	27	90787
2	12	26	138907
2	13	25	209345
2	14	24	270723
2	15	23	346295
2	16	22	403083
2	17	21	466895
2	18	20	508153
2	19	19	479565
2	20	18	447915
2	21	17	369157
2	22	16	296997
2	23	15	229877
2	24	14	166129
2	25	13	112509
2	26	12	74337
2	27	11	45485
2	28	10	26555
2	29	9	14397
2	30	8	7047
2	31	7	2999
2	32	6	1187
2	33	5	415
2	34	4	155
2	35	3	61
2	36	2	17
2	37	1	9
2	38	0	3
