phase	depth	coefficient	nodes
0	0	-1	1
0	1	29	5
0	2	28	17
0	3	27	43
0	4	26	105
0	5	25	245
0	6	24	549
0	7	23	1085
0	8	22	1889
0	9	21	2871
0	10	20	4185
0	11	19	5281
0	12	18	6315
0	13	17	6647
0	14	16	6339
0	15	15	6011
0	16	14	5281
0	17	13	4453
0	18	12	3387
0	19	11	2257
0	20	10	1409
0	21	9	803
0	22	8	481
0	23	7	297
0	24	6	139
0	25	5	77
0	26	4	31
0	27	3	19
0	28	2	7
0	29	1	3
0	30	0	3
