phase	depth	coefficient	nodes
0	0	-1	1
0	1	34	5
0	2	33	23
0	3	32	101
0	4	31	361
0	5	30	1117
0	6	29	3137
0	7	28	8013
0	8	27	19127
0	9	26	42585
0	10	25	84339
0	11	24	159511
0	12	23	255500
0	13	22	371377
0	14	21	481688
0	15	20	548893
0	16	19	601580
0	17	18	570498
0	18	17	478329
0	19	16	379125
0	20	15	282075
0	21	14	203703
0	22	13	129342
0	23	12	77552
0	24	11	44254
0	25	10	26713
0	26	9	14909
0	27	8	8286
0	28	7	4495
0	29	6	2074
0	30	5	860
0	31	4	343
0	32	3	161
0	33	2	69
0	34	1	23
0	35	0	8
1	0	-1	1
1	1	34	5
1	2	33	17
1	3	32	61
1	4	31	169
1	5	30	433
1	6	29	943
1	7	28	1953
1	8	27	3791
1	9	26	6181
1	10	25	9045
1	11	24	12441
1	12	23	15161
1	13	22	18323
1	14	21	22139
1	15	20	22669
1	16	19	20919
1	17	18	18803
1	18	17	15911
1	19	16	12757
1	20	15	9917
1	21	14	7155
1	22	13	4771
1	23	12	2973
1	24	11	1807
1	25	10	1031
1	26	9	501
1	27	8	221
1	28	7	115
1	29	6	57
1	30	5	33
1	31	4	13
1	32	3	5
1	33	2	3
1	34	1	3
1	35	0	3
