phase	depth	coefficient	nodes
0	0	-1	1
0	1	29	5
0	2	28	21
0	3	27	77
0	4	26	247
0	5	25	675
0	6	24	1513
0	7	23	3193
0	8	22	6415
0	9	21	11303
0	10	20	18485
0	11	19	29081
0	12	18	40830
0	13	17	56224
0	14	16	60430
0	15	15	49590
0	16	14	34412
0	17	13	24120
0	18	12	16736
0	19	11	11228
0	20	10	7486
0	21	9	5048
0	22	8	3231
0	23	7	1938
0	24	6	1149
0	25	5	679
0	26	4	383
0	27	3	195
0	28	2	97
0	29	1	37
0	30	0	11
1	0	-1	1
1	1	29	5
1	2	28	13
1	3	27	27
1	4	26	57
1	5	25	113
1	6	24	211
1	7	23	289
1	8	22	395
1	9	21	481
1	10	20	537
1	11	19	543
1	12	18	493
1	13	17	511
1	14	16	435
1	15	15	381
1	16	14	289
1	17	13	195
1	18	12	129
1	19	11	83
1	20	10	37
1	21	9	23
1	22	8	5
1	23	7	1
1	24	6	1
1	25	5	1
1	26	4	1
1	27	3	1
1	28	2	1
1	29	1	1
1	30	0	3
