phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	37	7	0
0	2	36	31	0
0	3	35	135	0
0	4	34	523	0
0	5	33	1579	0
0	6	32	4255	0
0	7	31	10236	0
0	8	30	23814	0
0	9	29	45458	0
0	10	28	81927	0
0	11	27	132746	0
0	12	26	205637	0
0	13	25	285779	0
0	14	24	408942	0
0	15	23	542932	0
0	16	22	677543	0
0	17	21	718451	0
0	18	20	761356	0
0	19	19	745032	0
0	20	18	648892	0
0	21	17	529749	0
0	22	16	396786	0
0	23	15	287028	0
0	24	14	185303	0
0	25	13	114718	0
0	26	12	66673	0
0	27	11	37964	0
0	28	10	21190	0
0	29	9	0	138
0	30	8	0	139
0	31	7	0	88
0	32	6	0	52
0	33	5	0	27
0	34	4	0	13
0	35	3	0	6
0	36	2	0	2
0	37	1	0	0
0	38	0	0	6
1	0	-1	1	0
1	1	37	5	0
1	2	36	23	0
1	3	35	97	0
1	4	34	317	0
1	5	33	885	0
1	6	32	2275	0
1	7	31	4887	0
1	8	30	10031	0
1	9	29	19409	0
1	10	28	33927	0
1	11	27	61131	0
1	12	26	97943	0
1	13	25	141045	0
1	14	24	191853	0
1	15	23	233659	0
1	16	22	267295	0
1	17	21	267421	0
1	18	20	259499	0
1	19	19	243417	0
1	20	18	207275	0
1	21	17	167679	0
1	22	16	137625	0
1	23	15	102171	0
1	24	14	72967	0
1	25	13	50691	0
1	26	12	32609	0
1	27	11	19925	0
1	28	10	10727	0
1	29	9	0	85
1	30	8	0	42
1	31	7	0	14
1	32	6	0	8
1	33	5	0	4
1	34	4	0	0
1	35	3	0	0
1	36	2	0	0
1	37	1	0	0
1	38	0	0	2
