phase	depth	coefficient	nodes
0	0	-1	1
0	1	35	5
0	2	34	27
0	3	33	103
0	4	32	379
0	5	31	1235
0	6	30	3321
0	7	29	8275
0	8	28	18343
0	9	27	37521
0	10	26	66427
0	11	25	113433
0	12	24	170989
0	13	23	261315
0	14	22	373311
0	15	21	464985
0	16	20	516325
0	17	19	535899
0	18	18	532769
0	19	17	466199
0	20	16	389491
0	21	15	309003
0	22	14	233779
0	23	13	154425
0	24	12	106785
0	25	11	69121
0	26	10	42025
0	27	9	22931
0	28	8	11103
0	29	7	5473
0	30	6	2339
0	31	5	1045
0	32	4	517
0	33	3	197
0	34	2	73
0	35	1	35
0	36	0	5
1	0	-1	1
1	1	35	5
1	2	34	25
1	3	33	107
1	4	32	381
1	5	31	1201
1	6	30	3221
1	7	29	7501
1	8	28	16349
1	9	27	33099
1	10	26	60935
1	11	25	94561
1	12	24	153319
1	13	23	215821
1	14	22	277687
1	15	21	305931
1	16	20	317495
1	17	19	317891
1	18	18	289489
1	19	17	251989
1	20	16	207849
1	21	15	162889
1	22	14	114677
1	23	13	82335
1	24	12	54517
1	25	11	33263
1	26	10	19345
1	27	9	10041
1	28	8	5135
1	29	7	2269
1	30	6	1089
1	31	5	511
1	32	4	219
1	33	3	95
1	34	2	37
1	35	1	17
1	36	0	3
