phase	depth	k	node	parent	z_k	nodes_at_depth	parent_rho	rho	bound_r2	remaining	center	delta	legal_lo	legal_hi	offset	P	Ptheta	N	Q	M
0	1	35	1	0	0	5	0	0	0.70899438858032227	0.70899438858032227	0	2.990497331027385	-2	2	0	0.39221429824829102	0.39221429824829102	2312186	7.7253337757451997e-07	1.7862408601605191
0	2	34	3	1	0	27	0	0	0.70899438858032227	0.70899438858032227	0	3.0059804242549584	-3	3	0	0.3535391092300415	0.3535391092300415	1116469	1.5999018872539399e-06	1.7862408601605191
0	3	33	15	3	-1	103	0	0.09169148231336173	0.70899438858032227	0.70899438858032227	0	2.7807177051998364	-2	2	-0.35961938823564793	0.19892121851444244	0.19892121851444244	272009	6.5668447005816689e-06	1.7862408601605191
0	4	32	91	15	-1	379	0.09169148231336173	0.11932197341046515	0.70899438858032227	0.61730290626696049	-0.37400517929586086	2.9588680532199971	-3	2	-0.21156564248375265	0.25886097550392151	0.25886097550392151	100954	1.7693611547442587e-05	1.7862408601605191
0	5	31	353	91	0	1235	0.11932197341046515	0.17514377218994362	0.70899438858032227	0.58967241516985713	0.83607056422725834	2.7173552928298745	-1	3	-0.30767804505849805	0.23359295725822449	0.23359295725822449	29967	5.960692962794137e-05	1.7862408601605191
0	6	30	1499	353	-1	3321	0.17514377218994362	0.26674711386035838	0.70899438858032227	0.53385061639037867	-0.010120496010325084	2.3896623866555902	-2	2	-0.4142340397193276	0.19559933245182037	0.19559933245182037	7028	0.00025416062324424004	1.7862408601605191
0	7	29	5101	1499	0	8275	0.26674711386035838	0.27906509091644549	0.70899438858032227	0.44224727471996389	-0.35492702377308949	2.1266790585370239	-2	1	0.16689261238000311	0.40835133194923401	0.40835133194923401	3752	0.00047607698831570339	1.7862408601605191
0	8	28	15385	5101	0	18343	0.27906509091644549	0.28429582075862259	0.70899438858032227	0.42992929766387677	-0.22078397587068607	2.0016351800671961	-2	1	0.1103018062778424	0.46483945846557617	0.46483945846557617	2280	0.00078343897375461363	1.7862408601605191
0	9	27	37679	15385	0	37521	0.28429582075862259	0.28615945386252095	0.70899438858032227	0.42469856782169968	0.12968684710747513	1.9577449937940024	-1	2	-0.066242972153461699	0.50044518709182739	0.50044518709182739	1426	0.0012526233240957357	1.7862408601605191
0	10	26	82482	37679	1	66427	0.28615945386252095	0.29073136269585775	0.70899438858032227	0.42283493471780131	0.81638167950070217	1.7658453280606967	0	2	0.10398324110354155	0.55231219530105591	0.55231219530105591	927	0.0019269049192670109	1.7862408601605191
0	11	25	133989	82482	1	113433	0.29073136269585775	0.30389337898736263	0.70899438858032227	0.41826302588446451	0.68588808553143654	1.7707120195193418	-1	2	0.17739299841305017	0.45606422424316406	0.45606422424316406	547	0.0032655225962715155	1.7862408601605191
0	12	24	248598	133989	0	170989	0.30389337898736263	0.32336406809487145	0.70899438858032227	0.40510100959295964	0.35383403264354968	1.6139519603399146	-1	1	-0.2192345505556613	0.50359529256820679	0.50359529256820679	325	0.0054961257235708275	1.7862408601605191
0	13	23	531030	248598	0	261315	0.32336406809487145	0.3739210852708344	0.70899438858032227	0.38563032048545082	0.59860817974652525	1.6532461201385231	-1	2	-0.36208049875620985	0.33940136432647705	0.33940136432647705	140	0.01275886328686085	1.7862408601605191
0	14	22	760961	531030	0	373311	0.3739210852708344	0.37650689310455931	0.70899438858032227	0.33507330330948787	-0.13075299530905024	1.4884129388367437	-1	1	0.087847257906289847	0.6128993034362793	0.6128993034362793	99	0.018042836971318376	1.7862408601605191
0	15	21	1153631	760961	-1	464983	0.37650689310455931	0.41515723173303565	0.70899438858032227	0.33248749547576295	-0.54259043424097453	1.3415789932501312	-1	0	-0.34094866426828707	0.5317038893699646	0.5317038893699646	55	0.032477106548373075	1.7862408601605191
0	16	20	1389391	1153631	0	516223	0.41515723173303565	0.41881825688647351	0.70899438858032227	0.29383715684728662	-0.12991756323318523	1.1639112512612877	-1	1	0.1116215373744333	0.68508481979370117	0.68508481979370117	46	0.038831323046967806	1.7862408601605191
0	17	19	2419713	1389391	1	534075	0.41881825688647351	0.42185758664841372	0.70899438858032227	0.29017613169384876	0.88490329626443098	1.1246174503375155	0	2	0.10234298223011454	0.70260757207870483	0.70260757207870483	39	0.045801047696423569	1.7862408601605191
0	18	18	3047411	2419713	0	523414	0.42185758664841372	0.42186379074646974	0.70899438858032227	0.28713680193190855	-0.0051913245328771476	1.1168202561435527	-1	1	0.0046483080015069771	0.74806362390518188	0.74806362390518188	34	0.05253649588707409	1.7862408601605191
0	19	17	3459301	3047411	0	443006	0.42186379074646974	0.43401222223986335	0.70899438858032227	0.28713059783385253	-0.21153477280066446	1.0283984217644229	-1	0	0.20569340473873379	0.75435912609100342	0.75435912609100342	27	0.06615706889483404	1.7862408601605191
0	20	16	3660314	3459301	1	353023	0.43401222223986335	0.44261998468296765	0.70899438858032227	0.27498216634045891	0.82438721121375724	0.99257485231785869	0	1	0.1769264941340718	0.78705352544784546	0.78705352544784546	24	0.0744267025066883	1.7862408601605191
0	21	15	3909407	3660314	-1	265182	0.44261998468296765	0.44794130675137578	0.70899438858032227	0.26637440389735462	-1.1347421002490452	0.95332237310560641	-2	-1	0.14133949233783355	0.82238173484802246	0.82238173484802246	21	0.085059088579072337	1.7862408601605191
0	22	14	4118868	3909407	0	189953	0.44794130675137578	0.44802361332782142	0.70899438858032227	0.26105308182894649	-0.016414664880354635	0.92444092657795784	0	0	0.017756315637298205	1	1	20	0.089312043008025949	1.7862408601605191
0	23	13	4357312	4118868	-1	120079	0.44802361332782142	0.47650001003296799	0.70899438858032227	0.26097077525250084	-0.72767323589986754	0.82441093994294146	-1	0	-0.33032890626000255	0.75113207101821899	0.75113207101821899	15	0.11908272401070127	1.7862408601605191
0	24	12	4584626	4357312	0	80309	0.47650001003296799	0.48638006824763652	0.70899438858032227	0.2324943785473543	-0.17163644110468684	0.83259917719679022	-1	0	0.20614534076595595	0.82885509729385376	0.82885509729385376	13	0.13740314308927071	1.7862408601605191
0	25	11	4634661	4584626	-1	50746	0.48638006824763652	0.50955320376986868	0.66573190689086914	0.17935183864323262	-0.75016501692811899	0.69504634860320469	-1	-1	-0.35945082450107141	1	1	12	0.1488534050133766	1.7862408601605191
0	26	10	4641862	4634661	1	30184	0.50955320376986868	0.54996881308394296	0.66573190689086914	0.15617870312100041	1.3148114788318399	0.61885214447958492	1	1	-0.50870225083662968	1	1	11	0.16238553274186537	1.7862408601605191
0	27	9	4644181	4641862	0	16108	0.54996881308394296	0.55016079334677115	0.66573190689086914	0.11576309380692622	0.019927289022349564	0.48933354791206274	0	0	-0.040723324831042775	1	1	10	0.1786240860160519	1.7862408601605191
0	28	8	4650221	4644181	-1	7668	0.55016079334677115	0.55436844075442182	0.66573190689086914	0.11557111354409798	-1.0841993141195292	0.44127927690701274	-1	-1	0.19080731528952341	1	1	9	0.19847120668450213	1.7862408601605191
0	29	7	4651298	4650221	1	3692	0.55436844075442182	0.55441295468986118	0.66573190689086914	0.11136346613644729	0.99102703677044435	0.44880662813279337	1	1	0.019992938310395798	1	1	8	0.22328010752006489	1.7862408601605191
0	30	6	4653007	4651298	0	1554	0.55441295468986118	0.57417348079551334	0.66573190689086914	0.11131895220100792	0.16637034940557507	0.39487644856695786	0	0	-0.42132254280889136	1	1	7	0.255177265737217	1.7862408601605191
0	31	5	4654439	4653007	0	702	0.57417348079551334	0.58874836068550873	0.66573190689086914	0.091558426095355833	-0.14988205121861714	0.37566115982846193	0	0	0.39898202754593454	1	1	6	0.2977068100267532	1.7862408601605191
0	32	4	4654710	4654439	2	360	0.58874836068550873	0.60080394075066179	0.66573190689086914	0.076983546205360409	1.8568067736338048	0.3618489985932819	2	2	0.39572646856249633	1	1	5	0.35724817203210379	1.7862408601605191
0	33	3	4655055	4654710	-1	130	0.60080394075066179	0.60206427951598196	0.66573190689086914	0.064927966140207294	-0.95510593587440595	0.32222644118788912	-1	-1	-0.13932458168265735	1	1	4	0.44656021504012977	1.7862408601605191
0	34	2	4655811	4655055	1	46	0.60206427951598196	0.60638365772155522	0.66573190689086914	0.063667627374887154	0.92031945551771133	0.30591516718254913	1	1	0.26046614561853598	1	1	3	0.5954136200535064	1.7862408601605191
0	35	1	4655950	4655811	1	26	0.60638365772155522	0.64112449436014363	0.66573190689086914	0.059348249169313874	1.2235760317542619	0.29221941215969738	1	1	-0.76509643935659588	1	1	2	0.89312043008025954	1.7862408601605191
0	36	0	4656150	4655950	-1	3	0.64112449436014363	0.64201521873474121	0.66573190689086914	0.024607412530725525	-0.96455538450260248	0.18629945142153034	-1	-1	-0.19025614529158658	1	1	1	1.7862408601605191	1.7862408601605191
