phase	depth	coefficient	nodes
0	0	-1	1
0	1	31	5
0	2	30	21
0	3	29	69
0	4	28	195
0	5	27	525
0	6	26	1139
0	7	25	2413
0	8	24	4467
0	9	23	7447
0	10	22	12223
0	11	21	18339
0	12	20	24245
0	13	19	30483
0	14	18	35494
0	15	17	38909
0	16	16	38507
0	17	15	34029
0	18	14	29882
0	19	13	24314
0	20	12	18285
0	21	11	11851
0	22	10	7758
0	23	9	4401
0	24	8	2524
0	25	7	1383
0	26	6	797
0	27	5	412
0	28	4	173
0	29	3	81
0	30	2	37
0	31	1	15
0	32	0	4
1	0	-1	1
1	1	31	5
1	2	30	17
1	3	29	55
1	4	28	171
1	5	27	425
1	6	26	853
1	7	25	1757
1	8	24	3115
1	9	23	5325
1	10	22	7807
1	11	21	10895
1	12	20	13803
1	13	19	15787
1	14	18	17091
1	15	17	17613
1	16	16	17221
1	17	15	16585
1	18	14	14907
1	19	13	12109
1	20	12	8585
1	21	11	6075
1	22	10	3799
1	23	9	2307
1	24	8	1341
1	25	7	757
1	26	6	435
1	27	5	199
1	28	4	103
1	29	3	43
1	30	2	27
1	31	1	7
1	32	0	3
