phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	37	7	0
0	2	36	39	0
0	3	35	163	0
0	4	34	609	0
0	5	33	1951	0
0	6	32	5141	0
0	7	31	12695	0
0	8	30	28675	0
0	9	29	57309	0
0	10	28	95019	0
0	11	27	145745	0
0	12	26	205868	0
0	13	25	248154	0
0	14	24	289431	0
0	15	23	326151	0
0	16	22	328462	0
0	17	21	339861	0
0	18	20	311855	0
0	19	19	290927	0
0	20	18	261639	0
0	21	17	226719	0
0	22	16	172038	0
0	23	15	114731	0
0	24	14	78161	0
0	25	13	52062	0
0	26	12	32488	0
0	27	11	17875	0
0	28	10	8793	0
0	29	9	0	40
0	30	8	0	43
0	31	7	0	29
0	32	6	0	12
0	33	5	0	17
0	34	4	0	14
0	35	3	0	11
0	36	2	0	1
0	37	1	0	1
0	38	0	0	7
1	0	-1	1	0
1	1	37	5	0
1	2	36	23	0
1	3	35	89	0
1	4	34	305	0
1	5	33	887	0
1	6	32	2327	0
1	7	31	5599	0
1	8	30	11993	0
1	9	29	24089	0
1	10	28	42541	0
1	11	27	66529	0
1	12	26	99347	0
1	13	25	135795	0
1	14	24	177683	0
1	15	23	222319	0
1	16	22	254707	0
1	17	21	279705	0
1	18	20	313259	0
1	19	19	308975	0
1	20	18	274783	0
1	21	17	213441	0
1	22	16	168975	0
1	23	15	119457	0
1	24	14	83053	0
1	25	13	52467	0
1	26	12	29115	0
1	27	11	14335	0
1	28	10	7025	0
1	29	9	0	19
1	30	8	0	24
1	31	7	0	10
1	32	6	0	7
1	33	5	0	6
1	34	4	0	1
1	35	3	0	0
1	36	2	0	0
1	37	1	0	0
1	38	0	0	2
