phase	depth	coefficient	nodes
0	0	-1	1
0	1	35	5
0	2	34	23
0	3	33	79
0	4	32	267
0	5	31	751
0	6	30	1815
0	7	29	4595
0	8	28	9651
0	9	27	18855
0	10	26	36103
0	11	25	62569
0	12	24	95767
0	13	23	129847
0	14	22	170445
0	15	21	208899
0	16	20	227463
0	17	19	240585
0	18	18	233783
0	19	17	202885
0	20	16	176213
0	21	15	148127
0	22	14	117429
0	23	13	85119
0	24	12	58111
0	25	11	39895
0	26	10	23681
0	27	9	13707
0	28	8	7403
0	29	7	3777
0	30	6	1877
0	31	5	885
0	32	4	425
0	33	3	223
0	34	2	95
0	35	1	41
0	36	0	7
1	0	-1	1
1	1	35	5
1	2	34	19
1	3	33	69
1	4	32	231
1	5	31	643
1	6	30	1465
1	7	29	3567
1	8	28	7179
1	9	27	13397
1	10	26	24057
1	11	25	37405
1	12	24	57761
1	13	23	79643
1	14	22	94007
1	15	21	104425
1	16	20	104243
1	17	19	103503
1	18	18	97601
1	19	17	88105
1	20	16	72771
1	21	15	62165
1	22	14	50581
1	23	13	35467
1	24	12	23661
1	25	11	15441
1	26	10	9807
1	27	9	5517
1	28	8	2827
1	29	7	1415
1	30	6	713
1	31	5	339
1	32	4	189
1	33	3	81
1	34	2	27
1	35	1	5
1	36	0	3
