phase	depth	coefficient	nodes
0	0	-1	1
0	1	39	7
0	2	38	31
0	3	37	131
0	4	36	441
0	5	35	1515
0	6	34	5015
0	7	33	14227
0	8	32	35759
0	9	31	74393
0	10	30	148837
0	11	29	263049
0	12	28	454115
0	13	27	699709
0	14	26	1031337
0	15	25	1259635
0	16	24	1215355
0	17	23	1041587
0	18	22	853038
0	19	21	640143
0	20	20	456516
0	21	19	299962
0	22	18	202855
0	23	17	132002
0	24	16	80364
0	25	15	44068
0	26	14	23058
0	27	13	12422
0	28	12	5976
0	29	11	2558
0	30	10	1146
0	31	9	484
0	32	8	178
0	33	7	56
0	34	6	18
0	35	5	8
0	36	4	4
0	37	3	0
0	38	2	0
0	39	1	0
0	40	0	0
