phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	41
0	3	36	189
0	4	35	717
0	5	34	2737
0	6	33	8687
0	7	32	23451
0	8	31	60999
0	9	30	143211
0	10	29	311143
0	11	28	623749
0	12	27	1082139
0	13	26	1466805
0	14	25	1301675
0	15	24	1024719
0	16	23	864186
0	17	22	641576
0	18	21	512537
0	19	20	355118
0	20	19	226823
0	21	18	143166
0	22	17	89488
0	23	16	52522
0	24	15	31376
0	25	14	16628
0	26	13	8666
0	27	12	3976
0	28	11	2096
0	29	10	958
0	30	9	394
0	31	8	148
0	32	7	46
0	33	6	18
0	34	5	6
0	35	4	2
0	36	3	0
0	37	2	0
0	38	1	0
0	39	0	0
