phase	depth	coefficient	nodes
0	0	-1	1
0	1	39	5
0	2	38	23
0	3	37	87
0	4	36	275
0	5	35	833
0	6	34	2199
0	7	33	5523
0	8	32	11907
0	9	31	23353
0	10	30	43925
0	11	29	77057
0	12	28	133961
0	13	27	206933
0	14	26	329597
0	15	25	444027
0	16	24	548567
0	17	23	605067
0	18	22	644081
0	19	21	611227
0	20	20	565351
0	21	19	520867
0	22	18	465151
0	23	17	371353
0	24	16	264041
0	25	15	183151
0	26	14	121661
0	27	13	75175
0	28	12	43357
0	29	11	23073
0	30	10	12133
0	31	9	5419
0	32	8	2447
0	33	7	1047
0	34	6	445
0	35	5	171
0	36	4	69
0	37	3	25
0	38	2	15
0	39	1	3
0	40	0	3
