phase	depth	k	node	parent	z_k	nodes_at_depth	parent_rho	rho	bound_r2	remaining	center	delta	legal_lo	legal_hi	offset	P	Ptheta	N	Q	M
0	1	39	1	0	0	5	0	0	0.66088962554931641	0.66088962554931641	0	2.8309296776853223	-2	2	0	0.40426978468894958	0.40426978468894958	3906490	0	0
0	2	38	3	1	0	23	0	0	0.66088962554931641	0.66088962554931641	0	2.6688543144476227	-2	2	0	0.41803863644599915	0.41803863644599915	2512299	0	0
0	3	37	12	3	0	87	0	0	0.66088962554931641	0.66088962554931641	0	2.7553709460911295	-2	2	0	0.4104820191860199	0.4104820191860199	1538596	0	0
0	4	36	31	12	0	275	0	0	0.66088962554931641	0.66088962554931641	0	2.6835471536468405	-2	2	0	0.41672021150588989	0.41672021150588989	951277	0	0
0	5	35	72	31	0	833	0	0	0.66088962554931641	0.66088962554931641	0	2.8163081261317764	-2	2	0	0.4054451584815979	0.4054451584815979	550882	0	0
0	6	34	187	72	0	2199	0	0	0.66088962554931641	0.66088962554931641	0	2.6541080175947287	-2	2	0	0.41937682032585144	0.41937682032585144	333523	0	0
0	7	33	428	187	0	5523	0	0	0.66088962554931641	0.66088962554931641	0	2.7665207746152567	-2	2	0	0.40954339504241943	0.40954339504241943	189818	0	0
0	8	32	1109	428	0	11907	0	0	0.66088962554931641	0.66088962554931641	0	2.5163020747440945	-2	2	0	0.43265169858932495	0.43265169858932495	116577	0	0
0	9	31	2496	1109	0	23353	0	0	0.66088962554931641	0.66088962554931641	0	2.4337677349028968	-2	2	0	0.44132712483406067	0.44132712483406067	72606	0	0
0	10	30	6491	2496	0	43925	0	0	0.66088962554931641	0.66088962554931641	0	2.4431718563922176	-2	2	0	0.44030904769897461	0.44030904769897461	44227	0	0
0	11	29	13436	6491	0	77057	0	0	0.66088962554931641	0.66088962554931641	0	2.3738855193070938	-2	2	0	0.44799795746803284	0.44799795746803284	27288	0	0
0	12	28	30763	13436	0	133961	0	0	0.66088962554931641	0.66088962554931641	0	2.4546811458022444	-2	2	0	0.43907365202903748	0.43907365202903748	15935	0	0
0	13	27	70912	30763	0	206933	0	0	0.66088962554931641	0.66088962554931641	0	2.2634878016654785	-2	2	0	0.4612082839012146	0.4612082839012146	9962	0	0
0	14	26	160507	70912	0	329597	0	0	0.66088962554931641	0.66088962554931641	0	2.4121050257135215	-2	2	0	0.44370236992835999	0.44370236992835999	5731	0	0
0	15	25	297020	160507	0	444027	0	0	0.66088962554931641	0.66088962554931641	0	2.1157415099326387	-2	2	0	0.48097845911979675	0.48097845911979675	3656	0	0
0	16	24	521501	297020	0	548567	0	0	0.66088962554931641	0.66088962554931641	0	2.0019019409740384	-2	2	0	0.49809637665748596	0.49809637665748596	2385	0	0
0	17	23	899082	521501	0	605067	0	0	0.66088962554931641	0.66088962554931641	0	1.8401308476090736	-1	1	0	0.59718078374862671	0.59718078374862671	1660	0	0
0	18	22	1156310	899082	0	644081	0	0	0.66088962554931641	0.66088962554931641	0	1.8281353152052049	-1	1	0	0.59889519214630127	0.59889519214630127	1155	0	0
0	19	21	1478619	1156310	0	611227	0	0	0.66088962554931641	0.66088962554931641	0	1.6735923842885134	-1	1	0	0.62290269136428833	0.62290269136428833	834	0	0
0	20	20	1872900	1478619	0	565351	0	0	0.66088962554931641	0.66088962554931641	0	1.669381697685467	-1	1	0	0.62361043691635132	0.62361043691635132	567	0	0
0	21	19	2448667	1872900	0	520867	0	0	0.66088962554931641	0.66088962554931641	0	1.7067146746939783	-1	1	0	0.6174396276473999	0.6174396276473999	376	0	0
0	22	18	3011382	2448667	0	465151	0	0	0.66088962554931641	0.66088962554931641	0	1.6915196652250111	-1	1	0	0.61992305517196655	0.61992305517196655	253	0	0
0	23	17	3653555	3011382	0	371353	0	0	0.66088962554931641	0.66088962554931641	0	1.5471484713444703	-1	1	0	0.64555418491363525	0.64555418491363525	176	0	0
0	24	16	4762666	3653555	0	264041	0	0	0.66088962554931641	0.66088962554931641	0	1.4004503174680483	-1	1	0	0.67589384317398071	0.67589384317398071	137	0	0
0	25	15	5504181	4762666	0	183151	0	0	0.66088962554931641	0.66088962554931641	0	1.3963119252559173	-1	1	0	0.67682033777236938	0.67682033777236938	96	0	0
0	26	14	5925708	5504181	0	121661	0	0	0.66088962554931641	0.66088962554931641	0	1.3686280519186453	-1	1	0	0.68312495946884155	0.68312495946884155	63	0	0
0	27	13	6151233	5925708	0	75175	0	0	0.66088962554931641	0.66088962554931641	0	1.2919235777897953	-1	1	0	0.70160073041915894	0.70160073041915894	42	0	0
0	28	12	6269210	6151233	0	43357	0	0	0.66088962554931641	0.66088962554931641	0	1.2295722094872037	-1	1	0	0.71777164936065674	0.71777164936065674	35	0	0
0	29	11	6322227	6269210	0	23073	0	0	0.66088962554931641	0.66088962554931641	0	1.1515369781808884	-1	1	0	0.7395559549331665	0.7395559549331665	24	0	0
0	30	10	6336928	6322227	0	12133	0	0	0.66088962554931641	0.66088962554931641	0	1.1598518384135263	-1	1	0	0.73715060949325562	0.73715060949325562	19	0	0
0	31	9	6342389	6336928	0	5419	0	0	0.66088962554931641	0.66088962554931641	0	1.031181229841698	-1	1	0	0.7766718864440918	0.7766718864440918	14	0	0
0	32	8	6343236	6342389	0	2447	0	0	0.66088962554931641	0.66088962554931641	0	1.035374374356135	-1	1	0	0.77530652284622192	0.77530652284622192	11	0	0
0	33	7	6343351	6343236	0	1047	0	0	0.66088962554931641	0.66088962554931641	0	0.96240150812773018	0	0	0	1	1	10	0	0
0	34	6	6343500	6343351	0	445	0	0	0.66088962554931641	0.66088962554931641	0	0.97498838560558798	0	0	0	1	1	9	0	0
0	35	5	6343501	6343500	0	171	0	0	0.66088962554931641	0.66088962554931641	0	0.9005871923455806	0	0	0	1	1	8	0	0
0	36	4	6343504	6343501	0	69	0	0	0.66088962554931641	0.66088962554931641	0	0.95489419089151872	0	0	0	1	1	7	0	0
0	37	3	6343551	6343504	0	25	0	0	0.66088962554931641	0.66088962554931641	0	0.89840570256972729	0	0	0	1	1	6	0	0
0	38	2	6343562	6343551	0	15	0	0	0.66088962554931641	0.66088962554931641	0	0.87839914959348198	0	0	0	1	1	5	0	0
0	39	1	6343571	6343562	0	3	0	0	0.66088962554931641	0.66088962554931641	0	0.90410056818845175	0	0	0	1	1	4	0	0
0	40	0	6343592	6343571	1	3	0	0.66088962554931641	0.66088962554931641	0.66088962554931641	0	1.000000000002	-1	1	0.99999999999800004	0.10650698095560074	0.10650698095560074	1	0	0
