phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	41
0	3	36	203
0	4	35	877
0	5	34	3541
0	6	33	11871
0	7	32	36069
0	8	31	96499
0	9	30	225467
0	10	29	501221
0	11	28	958973
0	12	27	1495787
0	13	26	1548727
0	14	25	1217250
0	15	24	894411
0	16	23	641877
0	17	22	451954
0	18	21	301802
0	19	20	210700
0	20	19	144248
0	21	18	99478
0	22	17	68196
0	23	16	41474
0	24	15	23850
0	25	14	12760
0	26	13	6698
0	27	12	3212
0	28	11	1606
0	29	10	716
0	30	9	276
0	31	8	126
0	32	7	50
0	33	6	16
0	34	5	10
0	35	4	2
0	36	3	2
0	37	2	2
0	38	1	0
0	39	0	0
