phase	depth	coefficient	nodes
0	0	-1	1
0	1	35	5
0	2	34	21
0	3	33	83
0	4	32	285
0	5	31	829
0	6	30	2301
0	7	29	5217
0	8	28	10921
0	9	27	20701
0	10	26	36429
0	11	25	53871
0	12	24	72437
0	13	23	108129
0	14	22	146761
0	15	21	174472
0	16	20	225632
0	17	19	260011
0	18	18	256154
0	19	17	248506
0	20	16	215724
0	21	15	184712
0	22	14	150945
0	23	13	122463
0	24	12	89823
0	25	11	64472
0	26	10	41085
0	27	9	22807
0	28	8	11281
0	29	7	5827
0	30	6	2704
0	31	5	1104
0	32	4	462
0	33	3	167
0	34	2	73
0	35	1	21
0	36	0	4
1	0	-1	1
1	1	35	5
1	2	34	21
1	3	33	81
1	4	32	293
1	5	31	839
1	6	30	2049
1	7	29	4605
1	8	28	9559
1	9	27	17217
1	10	26	27397
1	11	25	38963
1	12	24	56777
1	13	23	73075
1	14	22	92949
1	15	21	114151
1	16	20	123841
1	17	19	122121
1	18	18	115839
1	19	17	99059
1	20	16	85517
1	21	15	69187
1	22	14	57831
1	23	13	45223
1	24	12	35185
1	25	11	25569
1	26	10	16573
1	27	9	10325
1	28	8	5587
1	29	7	3051
1	30	6	1485
1	31	5	707
1	32	4	335
1	33	3	127
1	34	2	33
1	35	1	5
1	36	0	3
