phase	depth	coefficient	nodes
0	0	-1	1
0	1	36	7
0	2	35	35
0	3	34	159
0	4	33	667
0	5	32	2351
0	6	31	7971
0	7	30	23921
0	8	29	64213
0	9	28	151453
0	10	27	309336
0	11	26	593896
0	12	25	988587
0	13	24	1165185
0	14	23	1155933
0	15	22	1134394
0	16	21	1054279
0	17	20	824942
0	18	19	577609
0	19	18	383359
0	20	17	243083
0	21	16	144270
0	22	15	80128
0	23	14	43379
0	24	13	24412
0	25	12	13722
0	26	11	7063
0	27	10	3198
0	28	9	1452
0	29	8	576
0	30	7	241
0	31	6	100
0	32	5	41
0	33	4	17
0	34	3	10
0	35	2	5
0	36	1	4
0	37	0	1
1	0	-1	1
1	1	36	5
1	2	35	23
1	3	34	79
1	4	33	223
1	5	32	585
1	6	31	1333
1	7	30	2679
1	8	29	5021
1	9	28	8287
1	10	27	13303
1	11	26	19019
1	12	25	23795
1	13	24	28957
1	14	23	34265
1	15	22	36671
1	16	21	37847
1	17	20	34491
1	18	19	29713
1	19	18	23561
1	20	17	17949
1	21	16	12221
1	22	15	8715
1	23	14	5419
1	24	13	3569
1	25	12	2051
1	26	11	1065
1	27	10	523
1	28	9	279
1	29	8	131
1	30	7	53
1	31	6	21
1	32	5	9
1	33	4	5
1	34	3	3
1	35	2	1
1	36	1	1
1	37	0	3
