phase	depth	coefficient	nodes
0	0	-1	1
0	1	31	5
0	2	30	17
0	3	29	61
0	4	28	173
0	5	27	417
0	6	26	895
0	7	25	1663
0	8	24	3021
0	9	23	4813
0	10	22	7085
0	11	21	9979
0	12	20	13791
0	13	19	16415
0	14	18	19655
0	15	17	21517
0	16	16	24549
0	17	15	25327
0	18	14	21887
0	19	13	16485
0	20	12	12305
0	21	11	7993
0	22	10	5089
0	23	9	3393
0	24	8	1929
0	25	7	1203
0	26	6	647
0	27	5	311
0	28	4	151
0	29	3	72
0	30	2	34
0	31	1	17
0	32	0	7
1	0	-1	1
1	1	31	5
1	2	30	17
1	3	29	57
1	4	28	157
1	5	27	389
1	6	26	789
1	7	25	1337
1	8	24	2465
1	9	23	3919
1	10	22	5517
1	11	21	7273
1	12	20	9351
1	13	19	11455
1	14	18	12527
1	15	17	13213
1	16	16	12979
1	17	15	11731
1	18	14	10267
1	19	13	8285
1	20	12	6329
1	21	11	4485
1	22	10	3233
1	23	9	2277
1	24	8	1487
1	25	7	856
1	26	6	475
1	27	5	235
1	28	4	121
1	29	3	49
1	30	2	15
1	31	1	5
1	32	0	3
2	0	-1	1
2	1	31	5
2	2	30	17
2	3	29	57
2	4	28	145
2	5	27	363
2	6	26	715
2	7	25	1175
2	8	24	2137
2	9	23	3409
2	10	22	4751
2	11	21	6065
2	12	20	7617
2	13	19	9077
2	14	18	9727
2	15	17	10397
2	16	16	9799
2	17	15	9367
2	18	14	8091
2	19	13	6657
2	20	12	4909
2	21	11	3605
2	22	10	2421
2	23	9	1603
2	24	8	1001
2	25	7	569
2	26	6	337
2	27	5	173
2	28	4	87
2	29	3	31
2	30	2	9
2	31	1	3
2	32	0	3
