phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	39
0	3	36	173
0	4	35	641
0	5	34	2301
0	6	33	7579
0	7	32	20871
0	8	31	52129
0	9	30	130205
0	10	29	272381
0	11	28	533095
0	12	27	979483
0	13	26	1433542
0	14	25	1331124
0	15	24	1084362
0	16	23	876304
0	17	22	685516
0	18	21	519174
0	19	20	389660
0	20	19	269234
0	21	18	178476
0	22	17	107094
0	23	16	61159
0	24	15	32668
0	25	14	17324
0	26	13	8238
0	27	12	3924
0	28	11	1944
0	29	10	800
0	30	9	366
0	31	8	118
0	32	7	46
0	33	6	18
0	34	5	4
0	35	4	0
0	36	3	0
0	37	2	0
0	38	1	0
0	39	0	0
