phase	depth	coefficient	nodes
0	0	-1	1
0	1	35	5
0	2	34	25
0	3	33	95
0	4	32	335
0	5	31	1015
0	6	30	2829
0	7	29	7091
0	8	28	14897
0	9	27	29163
0	10	26	50763
0	11	25	91713
0	12	24	141811
0	13	23	208716
0	14	22	300886
0	15	21	365135
0	16	20	420491
0	17	19	398780
0	18	18	370375
0	19	17	305172
0	20	16	230611
0	21	15	175509
0	22	14	129014
0	23	13	84544
0	24	12	53623
0	25	11	33574
0	26	10	20407
0	27	9	11751
0	28	8	6884
0	29	7	3484
0	30	6	1858
0	31	5	930
0	32	4	397
0	33	3	166
0	34	2	82
0	35	1	22
0	36	0	11
1	0	-1	1
1	1	35	5
1	2	34	19
1	3	33	67
1	4	32	233
1	5	31	641
1	6	30	1555
1	7	29	3165
1	8	28	6237
1	9	27	11905
1	10	26	21045
1	11	25	34755
1	12	24	51527
1	13	23	70121
1	14	22	88357
1	15	21	100639
1	16	20	108699
1	17	19	109483
1	18	18	106785
1	19	17	96313
1	20	16	74543
1	21	15	60381
1	22	14	45347
1	23	13	33793
1	24	12	24107
1	25	11	15511
1	26	10	9369
1	27	9	5739
1	28	8	3021
1	29	7	1825
1	30	6	919
1	31	5	403
1	32	4	193
1	33	3	77
1	34	2	21
1	35	1	11
1	36	0	3
2	0	-1	1
2	1	35	5
2	2	34	19
2	3	33	65
2	4	32	217
2	5	31	615
2	6	30	1483
2	7	29	2967
2	8	28	5807
2	9	27	11021
2	10	26	19347
2	11	25	31609
2	12	24	46591
2	13	23	62905
2	14	22	78663
2	15	21	88813
2	16	20	89163
2	17	19	85639
2	18	18	77043
2	19	17	74463
2	20	16	68981
2	21	15	58099
2	22	14	44147
2	23	13	32115
2	24	12	21223
2	25	11	13599
2	26	10	8499
2	27	9	4537
2	28	8	2689
2	29	7	1335
2	30	6	581
2	31	5	283
2	32	4	143
2	33	3	51
2	34	2	21
2	35	1	7
2	36	0	3
