phase,elapsed_s,work_nodes,tree_nodes,enumeration_nodes,rollout_jobs,exact_candidates,active_rollouts,rate_work_nodes_s,search_radius_over_gh,best_over_gh,radius_drops
0,2.000245,38550,38453,97,39,0,0,19272.139664,1.2094090457,1.2094090457,0
0,4.000370,76290,76193,97,54,0,0,18868.822001,1.2094090457,1.2094090457,0
0,6.000490,113589,113492,97,55,0,0,18648.376258,1.2094090457,1.2094090457,0
0,8.000608,150868,150771,97,56,0,0,18638.400111,1.2094090457,1.2094090457,0
0,10.000698,188525,188415,110,70,0,0,18827.655909,1.2094090457,1.2094090457,0
0,12.000823,226674,226512,162,98,0,0,19073.304304,1.2094090457,1.2094090457,0
0,14.000952,264369,264181,188,114,0,0,18846.284792,1.2094090457,1.2094090457,0
0,16.001055,301950,301744,206,122,0,0,18789.538671,1.2094090457,1.2094090457,0
0,18.001200,340249,340016,233,157,0,0,19148.108708,1.2094090457,1.2094090457,0
0,20.001329,377794,377561,233,166,0,0,18771.290387,1.2094090457,1.2094090457,0
0,22.001477,415357,415112,245,176,0,0,18780.105220,1.2094090457,1.2094090457,0
0,24.001590,453007,452750,257,189,0,0,18823.938725,1.2094090457,1.2094090457,0
0,26.001782,490875,490604,271,208,0,0,18932.181659,1.2094090457,1.2094090457,0
0,28.001899,528699,528420,279,228,0,0,18910.896823,1.2094090457,1.2094090457,0
0,30.002071,567198,566877,321,265,0,0,19247.844079,1.2094090457,1.2094090457,0
0,32.002239,606018,605667,351,314,0,0,19408.370871,1.2094090457,1.2094090457,0
0,34.002404,643900,643526,374,335,0,0,18939.440934,1.2094090457,1.2094090457,0
0,36.002657,681508,681113,395,346,0,0,18801.618352,1.2094090457,1.2094090457,0
0,38.002950,718955,718560,395,354,0,0,18720.755584,1.2094090457,1.2094090457,0
0,40.003116,759237,758712,525,478,1,0,20139.332101,1.1685429527,1.1685429527,1
0,42.003301,799462,798829,633,614,1,0,20110.634497,1.1685429527,1.1685429527,1
0,44.003433,839193,838526,667,751,1,0,19864.193850,1.1685429527,1.1685429527,1
0,46.003544,880821,880089,732,1019,1,0,20812.836875,1.1685429527,1.1685429527,1
0,48.003650,921657,920873,784,1247,1,0,20416.922946,1.1685429527,1.1685429527,1
0,50.003765,960795,960001,794,1363,1,0,19567.874847,1.1685429527,1.1685429527,1
0,52.003875,999845,999025,820,1516,1,0,19523.930479,1.1685429527,1.1685429527,1
0,54.003984,1038629,1037782,847,1670,1,0,19390.939810,1.1685429527,1.1685429527,1
0,56.004109,1079148,1078275,873,1867,1,0,20258.228310,1.1685429527,1.1685429527,1
0,58.004233,1119239,1118322,917,2085,1,0,20044.260313,1.1685429527,1.1685429527,1
0,60.004375,1160770,1159804,966,2385,1,0,20764.024882,1.1685429527,1.1685429527,1
0,62.004490,1199161,1198189,972,2469,1,0,19194.396102,1.1685429527,1.1685429527,1
