phase,elapsed_s,work_nodes,tree_nodes,enumeration_nodes,rollout_jobs,exact_candidates,active_rollouts,rate_work_nodes_s,search_radius_over_gh,best_over_gh,radius_drops
0,2.000136,43028,43009,19,252,1,0,21512.039225,1.0006053064,1.0006053064,0
0,4.000264,84706,84671,35,559,1,0,20837.663003,1.0006053064,1.0006053064,0
0,6.000398,126263,126212,51,1000,1,0,20777.113730,1.0006053064,1.0006053064,0
0,8.000530,166928,166871,57,1306,1,0,20331.150977,1.0006053064,1.0006053064,0
0,8.335592,173631,173566,65,1375,1,0,20830.157964,1.0006053064,1.0006053064,0
