phase	depth	coefficient	nodes
0	0	-1	1
0	1	30	5
0	2	29	23
0	3	28	77
0	4	27	247
0	5	26	741
0	6	25	1813
0	7	24	3903
0	8	23	8371
0	9	22	16879
0	10	21	29395
0	11	20	44281
0	12	19	61921
0	13	18	76125
0	14	17	88031
0	15	16	86153
0	16	15	72873
0	17	14	57885
0	18	13	40357
0	19	12	25947
0	20	11	16061
0	21	10	9919
0	22	9	5675
0	23	8	3095
0	24	7	1707
0	25	6	865
0	26	5	383
0	27	4	169
0	28	3	73
0	29	2	35
0	30	1	13
0	31	0	5
1	0	-1	1
1	1	30	5
1	2	29	19
1	3	28	63
1	4	27	183
1	5	26	417
1	6	25	949
1	7	24	1799
1	8	23	3169
1	9	22	5425
1	10	21	8065
1	11	20	11473
1	12	19	15419
1	13	18	19627
1	14	17	21481
1	15	16	23249
1	16	15	21035
1	17	14	18329
1	18	13	14985
1	19	12	10099
1	20	11	6350
1	21	10	3825
1	22	9	2217
1	23	8	1223
1	24	7	693
1	25	6	343
1	26	5	171
1	27	4	79
1	28	3	39
1	29	2	19
1	30	1	11
1	31	0	7
2	0	-1	1
2	1	30	5
2	2	29	15
2	3	28	39
2	4	27	95
2	5	26	197
2	6	25	355
2	7	24	589
2	8	23	983
2	9	22	1559
2	10	21	2101
2	11	20	2635
2	12	19	2979
2	13	18	3019
2	14	17	3013
2	15	16	2575
2	16	15	2197
2	17	14	1833
2	18	13	1251
2	19	12	819
2	20	11	507
2	21	10	263
2	22	9	177
2	23	8	99
2	24	7	45
2	25	6	25
2	26	5	13
2	27	4	5
2	28	3	3
2	29	2	1
2	30	1	1
2	31	0	3
