phase	depth	coefficient	nodes
0	0	-1	1
0	1	35	5
0	2	34	25
0	3	33	95
0	4	32	299
0	5	31	863
0	6	30	2157
0	7	29	5069
0	8	28	10385
0	9	27	21167
0	10	26	38439
0	11	25	63967
0	12	24	98559
0	13	23	153577
0	14	22	202135
0	15	21	256825
0	16	20	286183
0	17	19	298839
0	18	18	288027
0	19	17	250142
0	20	16	214633
0	21	15	166334
0	22	14	120361
0	23	13	84704
0	24	12	57830
0	25	11	39643
0	26	10	26344
0	27	9	15235
0	28	8	8140
0	29	7	4154
0	30	6	2013
0	31	5	893
0	32	4	401
0	33	3	183
0	34	2	59
0	35	1	25
0	36	0	9
1	0	-1	1
1	1	35	5
1	2	34	23
1	3	33	75
1	4	32	239
1	5	31	635
1	6	30	1477
1	7	29	3431
1	8	28	6985
1	9	27	13271
1	10	26	23015
1	11	25	37481
1	12	24	55969
1	13	23	74417
1	14	22	89421
1	15	21	99749
1	16	20	108253
1	17	19	110773
1	18	18	120767
1	19	17	123089
1	20	16	115553
1	21	15	96213
1	22	14	73043
1	23	13	51803
1	24	12	35937
1	25	11	23581
1	26	10	13311
1	27	9	7567
1	28	8	3995
1	29	7	2021
1	30	6	1069
1	31	5	519
1	32	4	231
1	33	3	99
1	34	2	45
1	35	1	13
1	36	0	3
