phase	depth	coefficient	nodes
0	0	-1	1
0	1	29	5
0	2	28	17
0	3	27	51
0	4	26	137
0	5	25	283
0	6	24	561
0	7	23	967
0	8	22	1447
0	9	21	2315
0	10	20	3039
0	11	19	3489
0	12	18	4397
0	13	17	4889
0	14	16	5167
0	15	15	5029
0	16	14	4627
0	17	13	3789
0	18	12	2991
0	19	11	2208
0	20	10	1455
0	21	9	951
0	22	8	569
0	23	7	331
0	24	6	159
0	25	5	75
0	26	4	31
0	27	3	15
0	28	2	9
0	29	1	5
0	30	0	3
1	0	-1	1
1	1	29	5
1	2	28	17
1	3	27	43
1	4	26	85
1	5	25	179
1	6	24	311
1	7	23	539
1	8	22	849
1	9	21	1133
1	10	20	1397
1	11	19	1605
1	12	18	1699
1	13	17	1677
1	14	16	1535
1	15	15	1471
1	16	14	1273
1	17	13	1053
1	18	12	811
1	19	11	555
1	20	10	365
1	21	9	237
1	22	8	123
1	23	7	63
1	24	6	23
1	25	5	9
1	26	4	5
1	27	3	1
1	28	2	1
1	29	1	1
1	30	0	3
