phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	32	5	0
0	2	31	21	0
0	3	30	73	0
0	4	29	231	0
0	5	28	619	0
0	6	27	1307	0
0	7	26	2351	0
0	8	25	4415	0
0	9	24	6977	0
0	10	23	9931	0
0	11	22	12995	0
0	12	21	14902	0
0	13	20	16817	0
0	14	19	16771	0
0	15	18	16883	0
0	16	17	15645	0
0	17	16	14501	0
0	18	15	13508	0
0	19	14	11261	0
0	20	13	8883	0
0	21	12	6498	0
0	22	11	4271	0
0	23	10	2626	0
0	24	9	0	47
0	25	8	0	53
0	26	7	0	27
0	27	6	0	13
0	28	5	0	6
0	29	4	0	4
0	30	3	0	3
0	31	2	0	1
0	32	1	0	1
0	33	0	0	3
