phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	39	7	0
0	2	38	35	0
0	3	37	165	0
0	4	36	593	0
0	5	35	1735	0
0	6	34	4607	0
0	7	33	10646	0
0	8	32	21160	0
0	9	31	39803	0
0	10	30	69575	0
0	11	29	119080	0
0	12	28	207098	0
0	13	27	342978	0
0	14	26	508045	0
0	15	25	677258	0
0	16	24	810653	0
0	17	23	887550	0
0	18	22	897927	0
0	19	21	838091	0
0	20	20	764353	0
0	21	19	700132	0
0	22	18	610938	0
0	23	17	485713	0
0	24	16	376264	0
0	25	15	251351	0
0	26	14	157875	0
0	27	13	98246	0
0	28	12	62240	0
0	29	11	35854	0
0	30	10	19696	0
0	31	9	0	107
0	32	8	0	94
0	33	7	0	75
0	34	6	0	35
0	35	5	0	12
0	36	4	0	4
0	37	3	0	0
0	38	2	0	0
0	39	1	0	1
0	40	0	0	4
1	0	-1	1	0
1	1	39	7	0
1	2	38	31	0
1	3	37	113	0
1	4	36	401	0
1	5	35	1223	0
1	6	34	3197	0
1	7	33	8357	0
1	8	32	19421	0
1	9	31	38195	0
1	10	30	69207	0
1	11	29	120066	0
1	12	28	198224	0
1	13	27	292461	0
1	14	26	390742	0
1	15	25	533534	0
1	16	24	623792	0
1	17	23	653131	0
1	18	22	661865	0
1	19	21	657385	0
1	20	20	585954	0
1	21	19	458682	0
1	22	18	346597	0
1	23	17	271248	0
1	24	16	196449	0
1	25	15	139139	0
1	26	14	88028	0
1	27	13	54239	0
1	28	12	30345	0
1	29	11	17246	0
1	30	10	8986	0
1	31	9	0	37
1	32	8	0	13
1	33	7	0	14
1	34	6	0	6
1	35	5	0	0
1	36	4	0	0
1	37	3	0	1
1	38	2	0	0
1	39	1	0	0
1	40	0	0	4
2	0	-1	1	0
2	1	39	5	0
2	2	38	19	0
2	3	37	61	0
2	4	36	177	0
2	5	35	379	0
2	6	34	795	0
2	7	33	1581	0
2	8	32	2857	0
2	9	31	4793	0
2	10	30	7559	0
2	11	29	11285	0
2	12	28	15465	0
2	13	27	19185	0
2	14	26	23417	0
2	15	25	24983	0
2	16	24	25769	0
2	17	23	23029	0
2	18	22	20737	0
2	19	21	16103	0
2	20	20	11939	0
2	21	19	7761	0
2	22	18	4971	0
2	23	17	2927	0
2	24	16	1809	0
2	25	15	951	0
2	26	14	457	0
2	27	13	225	0
2	28	12	105	0
2	29	11	53	0
2	30	10	29	0
2	31	9	0	0
2	32	8	0	0
2	33	7	0	0
2	34	6	0	0
2	35	5	0	0
2	36	4	0	0
2	37	3	0	0
2	38	2	0	0
2	39	1	0	0
2	40	0	0	2
