phase	depth	coefficient	nodes
0	0	-1	1
0	1	37	7
0	2	36	33
0	3	35	121
0	4	34	441
0	5	33	1387
0	6	32	3675
0	7	31	9261
0	8	30	20669
0	9	29	42031
0	10	28	82463
0	11	27	147641
0	12	26	248507
0	13	25	364107
0	14	24	486903
0	15	23	623959
0	16	22	783915
0	17	21	924386
0	18	20	940456
0	19	19	902074
0	20	18	733531
0	21	17	541868
0	22	16	400814
0	23	15	269493
0	24	14	173825
0	25	13	127628
0	26	12	83096
0	27	11	50212
0	28	10	29532
0	29	9	15415
0	30	8	7964
0	31	7	3918
0	32	6	1878
0	33	5	811
0	34	4	320
0	35	3	138
0	36	2	55
0	37	1	20
0	38	0	9
1	0	-1	1
1	1	37	5
1	2	36	25
1	3	35	83
1	4	34	279
1	5	33	835
1	6	32	2145
1	7	31	4881
1	8	30	10801
1	9	29	20353
1	10	28	35271
1	11	27	56723
1	12	26	81379
1	13	25	112097
1	14	24	140149
1	15	23	174345
1	16	22	195613
1	17	21	195545
1	18	20	190649
1	19	19	160001
1	20	18	122063
1	21	17	92903
1	22	16	70413
1	23	15	46555
1	24	14	35581
1	25	13	24327
1	26	12	14953
1	27	11	8351
1	28	10	4699
1	29	9	2431
1	30	8	1195
1	31	7	567
1	32	6	245
1	33	5	113
1	34	4	41
1	35	3	17
1	36	2	11
1	37	1	1
1	38	0	3
