phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	31	5	0
0	2	30	21	0
0	3	29	69	0
0	4	28	187	0
0	5	27	479	0
0	6	26	973	0
0	7	25	1949	0
0	8	24	3313	0
0	9	23	5195	0
0	10	22	7792	0
0	11	21	10834	0
0	12	20	13483	0
0	13	19	16011	0
0	14	18	17419	0
0	15	17	18039	0
0	16	16	17616	0
0	17	15	15958	0
0	18	14	14392	0
0	19	13	12216	0
0	20	12	9634	0
0	21	11	6488	0
0	22	10	4289	0
0	23	9	0	52
0	24	8	0	59
0	25	7	0	35
0	26	6	0	39
0	27	5	0	21
0	28	4	0	11
0	29	3	0	4
0	30	2	0	1
0	31	1	0	0
0	32	0	0	3
