phase	depth	coefficient	nodes
0	0	-1	1
0	1	36	5
0	2	35	25
0	3	34	95
0	4	33	315
0	5	32	931
0	6	31	2547
0	7	30	5819
0	8	29	12215
0	9	28	22041
0	10	27	40567
0	11	26	67399
0	12	25	100767
0	13	24	134745
0	14	23	172695
0	15	22	220233
0	16	21	278553
0	17	20	305567
0	18	19	302465
0	19	18	267061
0	20	17	253807
0	21	16	211333
0	22	15	156861
0	23	14	103637
0	24	13	68834
0	25	12	44307
0	26	11	27612
0	27	10	15539
0	28	9	8963
0	29	8	4751
0	30	7	2301
0	31	6	979
0	32	5	373
0	33	4	167
0	34	3	63
0	35	2	17
0	36	1	7
0	37	0	5
1	0	-1	1
1	1	36	5
1	2	35	19
1	3	34	77
1	4	33	249
1	5	32	661
1	6	31	1685
1	7	30	3731
1	8	29	6877
1	9	28	11013
1	10	27	16349
1	11	26	24309
1	12	25	33477
1	13	24	41675
1	14	23	50239
1	15	22	56933
1	16	21	56965
1	17	20	53451
1	18	19	52953
1	19	18	47227
1	20	17	41511
1	21	16	32377
1	22	15	23661
1	23	14	16629
1	24	13	10581
1	25	12	6549
1	26	11	3607
1	27	10	2109
1	28	9	1077
1	29	8	535
1	30	7	249
1	31	6	101
1	32	5	31
1	33	4	13
1	34	3	5
1	35	2	1
1	36	1	1
1	37	0	3
