phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	43
0	3	36	225
0	4	35	1073
0	5	34	3961
0	6	33	13169
0	7	32	39399
0	8	31	104607
0	9	30	249207
0	10	29	542103
0	11	28	1062945
0	12	27	1733179
0	13	26	1695946
0	14	25	1174600
0	15	24	794394
0	16	23	551861
0	17	22	355824
0	18	21	252258
0	19	20	167376
0	20	19	107224
0	21	18	66970
0	22	17	39712
0	23	16	22038
0	24	15	11878
0	25	14	5562
0	26	13	2432
0	27	12	1142
0	28	11	504
0	29	10	238
0	30	9	80
0	31	8	28
0	32	7	10
0	33	6	4
0	34	5	0
0	35	4	0
0	36	3	0
0	37	2	0
0	38	1	0
0	39	0	0
