phase	depth	coefficient	nodes
0	0	-1	1
0	1	32	5
0	2	31	23
0	3	30	89
0	4	29	257
0	5	28	725
0	6	27	1717
0	7	26	4273
0	8	25	10375
0	9	24	21381
0	10	23	40181
0	11	22	70969
0	12	21	108595
0	13	20	142377
0	14	19	190069
0	15	18	229402
0	16	17	229817
0	17	16	229256
0	18	15	193557
0	19	14	145798
0	20	13	107103
0	21	12	70282
0	22	11	46791
0	23	10	30103
0	24	9	17679
0	25	8	9445
0	26	7	4866
0	27	6	2270
0	28	5	1061
0	29	4	410
0	30	3	171
0	31	2	61
0	32	1	29
0	33	0	7
1	0	-1	1
1	1	32	5
1	2	31	15
1	3	30	51
1	4	29	125
1	5	28	283
1	6	27	583
1	7	26	1009
1	8	25	1745
1	9	24	2537
1	10	23	3565
1	11	22	4943
1	12	21	6173
1	13	20	7263
1	14	19	8319
1	15	18	9153
1	16	17	8635
1	17	16	7671
1	18	15	6257
1	19	14	4837
1	20	13	3407
1	21	12	2199
1	22	11	1383
1	23	10	825
1	24	9	495
1	25	8	289
1	26	7	181
1	27	6	95
1	28	5	45
1	29	4	17
1	30	3	5
1	31	2	3
1	32	1	1
1	33	0	3
