phase	depth	coefficient	nodes
0	0	-1	1
0	1	37	7
0	2	36	31
0	3	35	135
0	4	34	527
0	5	33	1681
0	6	32	4937
0	7	31	12891
0	8	30	32627
0	9	29	69053
0	10	28	139391
0	11	27	252379
0	12	26	438713
0	13	25	682361
0	14	24	1059911
0	15	23	1337029
0	16	22	1312183
0	17	21	1015935
0	18	20	814972
0	19	19	621064
0	20	18	439884
0	21	17	302926
0	22	16	194398
0	23	15	122252
0	24	14	69340
0	25	13	37946
0	26	12	19352
0	27	11	9642
0	28	10	4688
0	29	9	2184
0	30	8	924
0	31	7	386
0	32	6	142
0	33	5	64
0	34	4	28
0	35	3	12
0	36	2	4
0	37	1	0
0	38	0	0
