phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	33	7	0
0	2	32	27	0
0	3	31	83	0
0	4	30	271	0
0	5	29	770	0
0	6	28	1973	0
0	7	27	4644	0
0	8	26	9850	0
0	9	25	18185	0
0	10	24	29616	0
0	11	23	45898	0
0	12	22	64184	0
0	13	21	86574	0
0	14	20	100710	0
0	15	19	99606	0
0	16	18	99864	0
0	17	17	95390	0
0	18	16	81726	0
0	19	15	71987	0
0	20	14	58494	0
0	21	13	43358	0
0	22	12	30830	0
0	23	11	21216	0
0	24	10	12757	0
0	25	9	0	105
0	26	8	0	78
0	27	7	0	38
0	28	6	0	18
0	29	5	0	9
0	30	4	0	9
0	31	3	0	7
0	32	2	0	8
0	33	1	0	5
0	34	0	0	8
1	0	-1	1	0
1	1	33	5	0
1	2	32	19	0
1	3	31	71	0
1	4	30	207	0
1	5	29	561	0
1	6	28	1287	0
1	7	27	2521	0
1	8	26	4423	0
1	9	25	7261	0
1	10	24	10409	0
1	11	23	13755	0
1	12	22	18027	0
1	13	21	21503	0
1	14	20	24569	0
1	15	19	24433	0
1	16	18	23013	0
1	17	17	20449	0
1	18	16	18565	0
1	19	15	14659	0
1	20	14	11735	0
1	21	13	8039	0
1	22	12	5215	0
1	23	11	3059	0
1	24	10	1773	0
1	25	9	0	23
1	26	8	0	32
1	27	7	0	20
1	28	6	0	11
1	29	5	0	9
1	30	4	0	5
1	31	3	0	2
1	32	2	0	0
1	33	1	0	0
1	34	0	0	2
